whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_score
3,2,2,3,3,3,3,1,1,3,2,3,3,28,2,0.8037
3,1,3,3,3,1,3,1,3,3,2,1,3,29,1,0.2579
3,2,2,3,3,1,1,1,3,3,2,4,3,34,3,0.9118
1,1,1,1,1,3,3,1,1,1,1,1,1,5,1,0.0639
2,3,3,3,1,3,2,1,3,2,4,2,3,1,2,0.9169
1,1,2,1,1,1,2,1,2,2,4,2,2,9,2,0.4715
1,1,1,1,3,3,3,0,0,1,3,1,1,29,1,0.1163
2,2,2,2,3,1,3,1,3,3,2,2,2,25,2,0.7465
1,1,2,1,1,1,1,0,0,3,2,2,1,11,1,0.0532
2,3,3,3,2,1,1,1,1,3,2,2,3,14,3,0.9209
2,2,3,3,1,3,3,1,3,3,2,2,3,10,1,0.2952
1,1,2,1,1,1,1,0,0,3,2,3,1,5,1,0.0894
1,1,1,1,1,3,3,1,1,1,1,1,1,12,1,0.0457
3,2,2,3,3,1,1,1,1,2,4,3,3,26,3,0.9625
3,2,2,3,3,1,3,1,2,3,2,1,3,30,1,0.4139
1,1,1,1,1,1,1,0,0,3,2,4,1,12,1,0.0749
3,3,2,3,3,1,1,1,3,2,4,1,3,34,2,0.9072
1,2,1,1,2,2,1,1,1,1,1,3,1,24,1,0.1702
3,2,3,3,3,1,1,1,1,2,4,3,3,34,3,0.9495
2,2,2,2,1,1,3,1,1,2,5,1,2,10,1,0.5402
1,1,1,1,2,2,2,0,0,1,1,2,1,17,1,0.046
2,3,2,2,2,2,2,1,1,1,1,1,2,18,1,0.3696
3,3,2,3,3,3,1,1,1,2,4,3,3,31,3,0.9826
1,1,3,1,1,1,1,0,0,2,4,2,1,5,2,0.3698
3,2,1,3,3,3,1,1,1,2,5,3,2,34,3,0.9686
2,1,2,2,1,1,1,1,1,3,2,2,2,6,1,0.1503
2,2,2,2,3,1,1,1,2,2,4,1,2,33,2,0.7601
1,1,1,1,3,3,3,0,0,1,1,1,1,29,1,0.0478
3,3,1,3,3,3,3,1,2,3,2,1,3,25,2,0.8728
2,3,2,2,3,3,2,1,1,2,4,2,2,28,1,0.833
3,2,2,3,3,3,3,1,2,3,2,2,3,29,1,0.5214
1,1,3,2,1,1,1,1,2,2,4,1,2,8,2,0.3858
1,1,1,1,2,1,1,1,1,1,1,2,1,19,1,0.0718
2,2,1,1,2,2,2,1,2,1,1,4,1,18,1,0.3893
1,1,2,1,1,1,1,1,2,2,5,2,1,10,1,0.3244
1,1,2,1,1,1,1,1,1,2,4,1,1,11,2,0.3773
1,1,1,1,2,2,2,1,1,1,1,4,1,24,1,0.1001
2,1,2,2,1,1,1,1,3,3,2,1,2,11,1,0.1066
1,1,3,2,1,3,3,1,2,2,4,3,2,10,1,0.2851
2,3,2,2,2,2,1,1,2,1,3,2,2,19,1,0.6563
2,2,2,2,1,2,1,1,2,2,4,1,2,4,3,0.8976
2,2,2,2,1,3,1,1,2,2,5,3,2,3,2,0.9002
2,2,2,2,3,3,3,1,3,2,4,2,3,26,2,0.877
2,3,1,2,3,3,3,1,3,2,4,1,2,34,2,0.8994
1,1,2,1,1,1,1,0,0,2,4,4,1,8,2,0.4333
2,2,2,2,1,1,3,1,1,2,4,2,2,10,3,0.8895
3,3,2,3,3,1,1,1,1,3,2,2,3,34,2,0.8243
2,3,2,3,1,3,3,1,2,3,2,4,3,2,2,0.8674
1,1,1,1,1,1,1,0,0,1,1,3,1,7,1,0.0401
1,1,1,1,2,3,3,1,1,1,3,2,1,19,1,0.2008
2,1,1,1,3,1,1,1,1,2,4,1,1,30,1,0.3626
3,2,2,3,3,1,1,1,1,2,4,3,3,34,3,0.9449
3,1,2,3,3,1,1,1,1,3,2,1,3,32,1,0.1824
2,1,2,2,3,1,2,1,2,2,4,3,2,32,2,0.6998
2,2,1,2,2,2,3,1,3,1,3,4,2,23,2,0.7633
3,2,2,3,3,2,2,1,2,2,4,2,3,25,3,0.9611
2,3,1,2,3,1,1,1,3,2,4,3,2,25,2,0.9498
1,2,1,1,2,3,2,1,1,1,1,3,1,24,1,0.1858
2,3,2,2,3,1,1,1,2,2,5,2,2,25,2,0.9609
2,1,2,2,1,1,2,1,1,2,4,2,2,6,2,0.5648
2,2,2,2,3,1,2,1,2,3,2,2,2,28,2,0.6961
2,2,1,2,3,1,1,1,1,2,4,3,2,34,3,0.9267
2,3,2,3,2,3,3,1,3,2,4,4,3,22,3,0.9751
1,1,1,1,2,2,2,1,1,1,1,4,1,24,1,0.1001
1,2,2,2,2,2,2,1,1,1,3,1,2,19,2,0.5173
2,1,2,2,1,1,3,1,1,2,4,4,2,9,1,0.3975
2,1,2,2,3,3,1,1,2,2,5,1,2,32,1,0.4575
1,2,1,1,2,2,1,1,1,1,3,3,1,23,2,0.6237
1,1,1,1,2,2,3,1,1,1,1,1,1,20,1,0.0622
2,1,3,3,1,1,2,1,1,3,2,2,3,6,1,0.1345
2,2,1,2,3,3,3,1,3,1,3,2,2,34,3,0.885
3,2,3,3,3,1,1,1,2,3,2,1,3,34,1,0.3673
1,1,3,1,1,1,1,0,0,3,4,1,1,9,1,0.1217
1,2,1,1,2,2,2,1,2,1,1,4,1,19,1,0.2733
1,1,1,1,1,1,3,1,1,1,1,4,1,12,1,0.0828
2,3,1,2,2,3,2,1,2,2,5,2,2,14,2,0.9545
1,1,1,1,1,1,1,0,0,1,3,3,1,7,1,0.0988
3,1,2,3,3,3,1,1,3,3,2,1,3,29,1,0.2487
1,1,3,2,1,1,1,0,0,2,4,2,2,8,1,0.1165
3,1,3,3,3,3,1,1,1,3,2,2,3,30,1,0.2842
1,3,2,2,2,2,2,1,1,1,3,4,2,23,2,0.8232
3,2,2,3,3,3,3,1,1,2,4,1,3,29,1,0.6567
1,1,2,2,1,3,1,1,2,2,5,4,2,8,2,0.6934
2,2,2,2,1,3,1,1,1,2,5,1,2,9,1,0.5634
2,3,2,2,3,3,3,1,1,2,5,2,2,26,1,0.9032
3,2,2,2,3,2,2,1,1,2,4,1,2,25,2,0.8894
1,2,1,1,2,2,2,1,2,1,3,4,1,24,2,0.6918
2,2,2,2,3,3,3,1,3,2,5,1,2,29,3,0.9602
2,3,1,2,2,2,2,1,1,1,3,3,2,24,2,0.8345
1,1,1,1,3,3,3,0,0,1,1,4,1,32,1,0.0847
1,1,2,1,1,3,1,1,2,3,2,1,2,8,2,0.2486
1,1,3,2,1,1,2,1,1,2,4,2,2,8,1,0.214
1,3,2,2,2,2,2,1,3,1,1,3,2,24,1,0.3336
2,3,1,2,2,2,1,1,2,1,3,4,2,19,1,0.7433
3,1,3,3,3,3,3,1,3,3,2,2,3,29,1,0.3377
2,1,2,2,3,3,3,1,2,2,5,1,2,25,3,0.9184
3,2,2,2,3,3,3,1,2,2,4,1,2,25,2,0.9045
2,3,1,2,2,2,3,1,2,2,5,3,2,13,3,0.9879
1,3,1,2,2,2,2,1,3,1,3,4,2,18,2,0.8597
3,3,2,3,3,1,1,1,3,3,2,4,3,34,3,0.9625
2,2,2,2,3,1,3,1,2,2,4,1,2,31,3,0.918
3,2,2,3,3,3,3,1,3,2,4,1,3,34,2,0.83
3,3,2,3,3,2,3,1,2,3,2,2,3,25,2,0.901
3,3,1,2,3,3,1,1,2,3,2,1,3,26,3,0.9553
1,1,2,1,1,1,1,1,2,2,5,1,2,8,1,0.2779
2,2,1,2,3,3,3,1,1,3,2,3,2,32,2,0.7116
3,2,3,3,3,3,3,1,2,3,2,2,3,30,1,0.5318
2,1,2,2,1,1,1,1,1,3,2,1,2,8,1,0.1103
2,1,2,1,1,1,3,1,1,3,2,3,2,9,1,0.2063
2,2,2,2,1,3,3,1,3,1,3,1,2,1,3,0.8764
3,1,3,3,3,1,3,1,1,3,2,3,3,29,1,0.3402
2,3,2,3,2,1,2,1,1,3,2,2,3,22,3,0.8808
1,1,1,1,1,1,1,1,1,1,3,4,1,7,1,0.2184
3,2,1,3,3,3,3,1,3,2,5,3,3,34,1,0.8034
1,2,2,2,1,1,1,1,3,2,5,3,2,10,2,0.7854
2,1,2,1,1,3,3,1,1,2,4,4,2,11,1,0.4523
2,2,2,2,1,3,3,1,3,2,5,1,2,10,3,0.928
2,2,2,2,1,3,3,1,2,2,5,2,2,10,1,0.6459
3,2,2,3,3,3,1,1,3,2,4,1,3,34,2,0.8176
1,1,1,1,2,3,3,1,1,1,1,3,1,17,1,0.1204
3,3,2,3,3,1,1,1,2,2,4,1,3,26,3,0.976
3,3,2,3,3,1,1,1,2,3,2,3,3,25,3,0.9673
3,2,2,3,3,3,3,1,3,2,4,1,3,34,2,0.83
2,3,2,3,2,1,3,1,3,2,4,3,3,14,2,0.9317
1,2,2,1,2,2,1,1,2,1,1,2,1,20,1,0.1843
3,1,2,3,3,3,3,1,3,3,2,4,3,29,1,0.436
3,1,2,3,3,3,3,1,3,3,2,2,3,32,1,0.2854
1,3,1,2,2,2,1,1,1,1,3,1,2,18,2,0.7096
2,2,2,3,3,3,3,1,2,3,2,4,3,26,2,0.7933
2,3,2,2,2,1,1,1,1,3,2,1,2,13,2,0.7937
3,2,2,3,3,3,3,1,2,2,5,1,3,26,2,0.918
3,2,1,2,3,3,1,1,1,2,5,3,2,34,1,0.8135
3,1,3,3,3,1,1,1,2,3,2,1,3,30,1,0.2227
1,1,2,1,1,1,2,1,2,2,4,4,2,8,2,0.6094
2,2,2,3,3,2,2,1,3,2,4,2,3,26,2,0.8403
1,2,1,1,2,2,2,1,2,1,3,1,2,24,2,0.4944
2,3,1,2,2,3,3,1,2,2,4,2,2,16,3,0.9729
2,2,1,2,2,2,3,1,3,1,3,4,2,19,1,0.5737
1,1,3,2,1,1,1,1,2,2,5,2,2,5,2,0.6041
2,2,2,2,1,1,1,1,1,3,2,3,2,9,2,0.5878
1,1,1,1,1,1,1,0,0,1,1,1,1,8,1,0.0234
3,1,1,2,3,3,3,1,1,2,4,1,2,28,1,0.4908
2,3,1,2,3,3,3,1,3,2,5,2,2,34,3,0.982
3,2,2,2,3,3,3,1,1,2,4,1,2,25,2,0.8995
3,2,1,2,3,2,2,1,1,2,5,3,2,34,2,0.926
1,3,1,2,2,2,3,1,1,1,3,4,2,23,2,0.8159
1,2,1,1,2,2,2,0,0,1,3,4,1,23,1,0.2778
2,2,2,2,3,3,1,1,3,2,4,1,2,35,1,0.5403
3,2,2,3,3,1,2,1,2,3,2,1,3,36,1,0.3331
3,2,2,3,3,2,2,1,1,3,2,3,3,25,3,0.9262
1,1,1,1,3,3,3,0,0,1,3,1,1,28,1,0.1216
1,1,1,1,3,3,3,0,0,1,1,4,1,36,1,0.0702
2,1,2,2,3,1,1,1,2,2,5,2,2,33,1,0.4761
1,1,1,1,3,3,2,1,1,3,2,4,1,31,1,0.2628
1,1,1,1,1,1,1,0,0,1,1,4,1,7,1,0.0512
2,3,2,2,3,1,1,1,2,3,4,3,3,27,3,0.9815
2,3,2,2,3,3,2,1,1,2,4,4,2,26,3,0.9875
3,1,3,2,3,1,1,1,2,3,2,2,2,32,1,0.3032
2,2,2,2,3,3,3,1,3,2,5,4,2,28,2,0.9489
2,1,2,2,3,3,1,1,3,2,4,3,2,28,3,0.9062
2,3,2,2,2,1,2,1,1,2,4,2,2,22,3,0.9585
3,1,3,3,3,3,3,1,1,3,2,2,3,29,1,0.3127
2,2,2,2,1,3,3,1,3,3,2,1,2,10,2,0.531
3,1,1,2,3,3,3,1,2,1,3,3,2,26,3,0.9012
2,2,2,2,3,3,3,1,2,2,4,3,2,34,2,0.8612
2,1,2,1,3,1,1,1,1,3,2,2,2,30,1,0.2386
3,3,2,3,3,2,2,1,2,3,2,3,3,25,2,0.9183
3,3,2,3,3,1,1,1,1,3,2,4,3,34,3,0.9581
1,1,2,1,1,3,3,1,1,3,2,2,1,6,1,0.1506
2,2,2,2,3,3,3,1,1,2,4,1,2,34,2,0.779
1,3,1,1,2,2,2,0,0,1,1,4,1,23,1,0.2669
2,2,2,2,3,3,3,1,2,2,4,1,2,26,2,0.8483
2,2,2,2,1,3,2,1,3,2,5,3,2,10,2,0.875
2,1,2,2,1,3,3,1,2,3,4,2,2,8,1,0.3546
1,1,2,1,1,1,1,0,0,2,4,2,1,9,1,0.1297
1,2,1,1,2,1,1,1,1,1,1,4,1,24,1,0.1986
2,1,2,2,1,1,1,1,3,3,2,2,2,6,1,0.1654
1,1,1,1,2,2,2,0,0,1,1,1,1,17,1,0.036
1,1,1,1,2,3,2,1,1,1,1,4,1,15,1,0.1576
1,1,1,1,1,2,1,1,1,1,3,2,1,8,1,0.1456
2,1,2,2,3,1,1,1,3,3,2,2,2,30,1,0.2239
2,1,3,2,1,1,3,1,1,2,4,4,2,3,1,0.495
2,2,2,2,3,3,2,1,2,2,4,2,2,28,1,0.6804
1,1,3,2,1,1,1,0,0,2,5,2,1,9,1,0.1786
1,2,1,1,2,2,1,1,2,1,3,3,1,18,2,0.6932
1,1,1,1,1,1,1,1,1,1,1,4,1,7,1,0.0964
2,2,2,2,1,1,1,1,1,2,5,3,2,2,3,0.9585
1,1,2,1,1,1,1,1,1,3,2,2,2,11,2,0.2334
2,3,1,2,3,3,2,1,3,2,4,2,2,28,2,0.9373
1,1,2,1,1,1,1,0,0,2,5,3,1,5,2,0.5276
2,2,2,2,3,1,3,1,1,3,2,1,2,34,3,0.7913
2,1,1,1,3,3,2,1,2,2,4,2,2,35,2,0.6623
1,1,1,1,3,3,3,0,0,3,2,4,1,31,1,0.1584
1,1,1,1,1,1,1,1,1,1,1,2,1,8,1,0.0575
3,1,2,3,3,1,1,1,1,3,2,2,3,30,1,0.2414
2,1,2,2,3,3,3,1,2,2,4,3,2,25,3,0.9204
2,1,3,2,1,1,1,1,1,2,4,3,2,11,1,0.3177
1,1,1,1,1,2,2,1,1,1,1,4,1,7,1,0.1061
2,3,2,2,2,2,2,1,2,3,2,1,2,16,2,0.7957
1,1,1,1,2,2,2,0,0,1,1,2,1,19,1,0.0417
3,2,2,3,3,3,3,1,1,2,4,1,3,29,1,0.6567
3,2,1,2,3,3,3,1,2,3,2,2,3,25,3,0.9272
1,1,1,1,2,2,2,0,0,1,1,2,1,19,1,0.0417
3,1,3,3,3,1,1,1,1,3,2,2,3,29,1,0.2685
2,2,2,2,1,1,1,1,2,1,3,3,2,3,2,0.7347
3,2,2,3,3,2,2,1,2,3,2,3,3,34,3,0.8939
2,1,2,2,3,1,1,1,3,2,4,1,2,33,2,0.5748
2,1,2,1,3,1,2,1,2,2,5,1,2,33,2,0.7242
2,1,2,2,3,3,3,1,3,2,4,1,2,34,3,0.8236
1,1,1,1,2,2,2,1,1,1,1,4,1,21,1,0.1146
1,1,3,2,1,1,1,0,0,3,2,2,2,9,1,0.0497
1,1,2,1,1,1,1,0,0,2,4,3,1,10,1,0.1545
3,2,2,3,3,3,3,1,2,2,4,1,3,28,3,0.9482
1,3,1,2,2,2,2,0,0,1,3,1,2,18,2,0.5632
1,1,1,1,1,1,1,0,0,1,1,4,1,7,1,0.0512
3,2,2,3,3,2,2,1,3,2,4,2,3,26,2,0.8945
1,2,2,2,1,3,3,1,2,2,5,3,2,9,2,0.8184
1,1,1,1,1,3,1,1,1,1,1,1,1,5,1,0.0589
1,1,1,1,2,3,3,1,1,1,1,4,1,19,1,0.1375
2,2,2,2,1,3,3,1,3,2,4,2,2,2,2,0.8399
3,3,2,3,3,2,2,1,2,2,4,1,3,32,3,0.9709
2,3,2,2,2,1,1,1,3,2,5,1,2,14,3,0.979
2,2,2,2,3,3,1,1,3,2,5,1,2,32,1,0.6889
1,1,3,1,1,1,1,0,0,2,4,2,1,9,2,0.324
1,2,2,2,1,1,1,1,2,2,4,1,2,7,2,0.5991
3,2,2,3,3,3,3,1,3,3,2,1,3,28,2,0.734
1,3,1,2,2,2,2,0,0,1,1,1,1,23,2,0.2904
1,3,1,2,2,2,2,1,1,1,3,3,2,17,1,0.6033
1,1,1,1,2,2,2,0,0,1,3,2,1,19,1,0.1025
2,2,1,1,2,3,3,1,2,3,2,3,2,23,1,0.4356
1,1,1,1,2,2,2,0,0,1,1,1,1,19,1,0.0327
1,3,2,2,2,2,2,1,3,1,3,3,2,24,1,0.5674
2,2,2,2,1,1,1,1,2,2,4,1,2,8,2,0.6959
1,1,2,1,1,1,2,1,2,2,5,2,2,5,1,0.3761
1,1,1,1,2,2,2,1,1,1,1,4,1,24,1,0.1001
2,3,3,3,2,1,1,1,3,3,2,1,3,13,2,0.7839
1,1,1,1,3,3,3,0,0,1,1,4,1,36,1,0.0702
1,2,2,2,1,3,3,1,3,2,5,1,2,10,3,0.8889
3,2,1,2,3,2,2,1,1,2,4,2,3,25,1,0.7507
2,1,1,2,3,1,1,1,2,2,4,3,2,26,3,0.89
1,1,3,2,1,1,1,1,2,2,4,1,2,8,1,0.1764
2,3,2,3,2,3,3,1,1,3,2,2,3,14,3,0.9293
3,3,2,3,3,3,3,1,2,3,2,1,3,26,3,0.9545
3,3,2,3,3,3,2,1,3,2,5,3,3,28,3,0.992
2,2,2,2,3,3,3,1,1,2,5,3,2,34,2,0.9046
2,1,3,2,1,1,2,1,3,2,4,1,2,11,2,0.4899
2,2,2,2,3,1,1,1,2,2,5,4,2,26,3,0.9787
3,2,3,3,3,1,1,1,1,2,4,2,3,29,1,0.6858
3,1,2,3,3,3,3,1,3,2,5,1,3,28,1,0.5954
2,2,2,2,1,3,2,1,2,2,4,3,2,4,3,0.9419
3,3,1,2,3,2,2,1,1,2,4,1,3,26,2,0.9417
3,2,2,3,3,3,3,1,1,3,2,2,3,29,1,0.5072
2,1,2,1,3,3,1,1,1,2,5,2,1,35,1,0.5349
1,1,2,1,1,1,1,0,0,2,4,1,1,5,2,0.2933
1,1,2,1,1,1,1,1,1,2,4,2,1,11,1,0.2104
1,3,2,2,2,2,2,1,3,1,3,4,2,19,2,0.8646
2,2,2,2,1,3,1,1,1,2,4,2,2,8,1,0.5196
3,2,1,2,3,3,3,1,1,2,5,3,2,25,2,0.9565
3,1,3,3,3,3,2,1,1,3,2,4,3,29,1,0.4202
3,3,3,3,3,2,2,1,1,2,4,1,3,25,3,0.9801
2,1,2,2,3,1,1,1,3,1,3,1,2,26,2,0.5212
2,3,1,2,2,2,2,1,1,1,3,2,2,24,1,0.5714
1,2,1,1,2,1,3,1,1,1,1,4,1,19,1,0.258
2,3,1,2,2,2,2,1,3,1,3,3,2,18,2,0.8844
2,3,2,2,2,2,2,1,3,2,5,1,3,15,2,0.9402
1,1,2,1,1,1,1,1,1,2,4,2,1,10,1,0.2189
2,2,2,2,3,2,2,1,2,3,2,2,3,25,3,0.8862
1,2,1,1,2,2,2,0,0,1,3,4,1,24,2,0.5174
1,1,1,1,3,3,3,0,0,1,1,4,1,31,1,0.0887
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0.0675
1,1,1,1,3,1,1,1,1,1,1,3,1,31,1,0.1075
2,3,1,2,2,2,3,1,1,1,3,3,2,19,1,0.698
1,1,1,1,2,2,2,0,0,1,3,1,1,20,1,0.0776
1,1,1,1,3,1,1,1,1,1,1,4,1,36,1,0.1076
1,1,1,1,3,3,3,0,0,3,2,2,1,32,1,0.0971
3,3,2,3,3,3,2,1,2,2,5,3,3,25,3,0.9927
1,1,1,1,1,1,1,0,0,1,3,1,1,7,1,0.0618
2,1,2,1,1,3,3,1,2,3,2,2,2,6,1,0.2202
3,2,1,3,3,3,3,1,3,2,4,1,3,34,3,0.9289
2,2,2,2,3,1,1,1,1,2,5,3,2,34,2,0.8845
2,1,2,2,1,1,1,1,3,3,2,2,2,9,2,0.3331
3,3,2,3,3,3,1,1,3,2,4,3,3,26,3,0.9878
1,1,2,1,1,1,1,0,0,3,4,3,1,8,2,0.3932
2,2,2,2,3,2,2,1,2,2,4,1,2,26,3,0.9364
2,1,2,2,3,1,1,1,2,2,4,1,2,35,2,0.5358
2,2,2,2,1,3,3,1,2,2,5,1,2,8,1,0.6102
1,3,1,2,2,2,2,1,3,1,3,3,2,23,1,0.5571
1,1,1,1,2,2,2,0,0,1,1,4,1,19,1,0.0675
1,1,1,1,1,1,1,0,0,1,1,2,1,5,1,0.0346
2,3,2,2,2,2,3,1,2,1,1,4,2,19,1,0.569
1,1,3,2,1,1,1,1,2,2,4,1,2,8,2,0.3858
2,2,2,2,1,3,3,1,2,3,2,2,2,8,2,0.6041
2,3,2,3,3,3,3,1,1,2,4,3,2,34,2,0.9228
1,1,3,2,1,1,1,0,0,2,4,2,1,9,2,0.2826
1,2,1,1,2,2,1,1,1,1,1,4,1,24,1,0.2091
1,1,1,1,2,3,1,1,1,3,2,2,1,20,1,0.1393
3,3,1,3,3,3,3,1,3,2,5,3,3,34,2,0.9675
1,1,1,1,2,3,1,1,1,1,1,3,1,24,1,0.081
2,2,2,2,3,3,1,1,2,2,5,2,2,28,3,0.966
2,1,1,2,3,3,3,1,1,2,5,1,2,26,3,0.9022
3,1,2,3,3,3,3,1,1,3,2,4,3,30,1,0.396
3,1,2,3,3,3,3,1,2,3,2,3,3,26,1,0.3972
3,2,2,2,3,2,1,1,2,2,4,3,2,34,1,0.7457
2,3,2,2,2,3,1,1,1,2,5,1,2,14,3,0.9793
2,2,2,2,3,2,1,1,2,2,4,1,2,26,3,0.9339
2,2,2,2,1,3,3,1,3,2,4,1,2,6,2,0.7686
1,1,2,1,1,1,1,1,1,2,5,1,1,1,2,0.6193
1,1,3,1,1,1,1,0,0,2,4,3,1,8,1,0.1815
1,1,3,2,1,1,2,1,1,3,2,2,2,2,1,0.1334
2,2,2,2,3,1,1,1,1,2,4,1,2,26,2,0.81
3,2,1,3,3,3,2,1,2,3,2,2,3,34,3,0.8641
1,1,1,1,2,2,2,0,0,1,3,3,1,20,1,0.1228
3,3,1,2,3,3,3,1,1,1,3,4,2,26,3,0.9856
3,3,2,3,3,1,1,1,3,3,2,2,3,34,3,0.9391
1,1,1,1,1,1,1,0,0,1,3,1,1,5,1,0.068
1,1,1,1,1,1,1,0,0,1,1,2,1,8,1,0.0299
2,2,2,2,3,1,1,1,3,3,4,2,2,28,3,0.9469
1,1,3,2,1,1,1,1,3,2,4,1,2,10,2,0.3754
2,2,1,2,3,1,1,1,3,2,5,1,2,25,3,0.9561
1,1,1,1,3,3,3,0,0,1,1,3,1,29,1,0.077
1,1,3,2,1,1,2,1,2,2,4,2,2,10,2,0.4331
1,1,2,1,1,3,1,1,1,2,5,4,1,10,2,0.7156
1,1,3,2,1,1,1,1,1,2,4,4,2,9,1,0.292
3,3,3,3,2,3,1,1,1,3,2,3,3,16,3,0.9613
2,1,2,2,1,3,3,1,3,2,5,1,2,3,3,0.8809
1,1,2,1,1,1,1,1,1,2,5,1,1,8,1,0.2802
2,3,1,2,2,1,1,1,3,1,3,1,2,14,3,0.9369
2,1,2,2,1,3,1,1,1,3,2,1,2,6,1,0.135
1,1,2,1,1,1,1,1,1,2,4,2,1,5,2,0.5142
1,1,1,1,2,3,3,1,1,1,1,2,1,17,1,0.0959
1,2,1,1,2,2,2,1,1,1,1,4,1,19,1,0.2622
1,1,3,1,1,1,1,0,0,2,4,1,1,9,1,0.1125
3,3,2,3,3,3,2,1,2,2,5,1,3,34,3,0.9811
2,2,2,2,3,2,2,1,2,2,5,1,2,26,1,0.735
1,1,2,1,1,1,1,1,2,3,2,3,2,8,1,0.1415
1,3,1,2,2,2,3,1,2,1,3,3,2,24,1,0.5411
1,1,3,2,1,1,1,1,1,2,5,2,2,5,1,0.3295
2,2,2,2,3,1,3,1,2,2,4,3,2,34,3,0.9412
2,1,2,2,1,3,3,1,2,2,5,1,2,9,1,0.375
2,2,2,2,2,2,2,1,1,2,4,3,2,14,3,0.9504
2,2,3,2,1,3,3,1,3,2,4,2,2,11,1,0.5543
1,1,2,1,1,1,1,1,2,2,4,4,2,9,2,0.5869
1,1,3,2,1,1,1,1,1,2,4,2,2,8,1,0.2069
3,1,2,2,3,1,1,1,2,3,2,2,2,29,1,0.3159
3,1,1,2,3,3,3,1,3,2,4,1,2,28,3,0.9028
2,3,2,2,2,2,2,1,3,1,3,2,2,24,2,0.8278
2,2,1,2,3,3,3,1,3,2,5,2,2,25,3,0.972
2,3,1,2,2,2,2,1,1,1,3,3,2,18,1,0.6996
3,1,2,2,3,3,3,1,2,3,4,1,2,34,2,0.7259
3,1,2,2,3,3,3,1,3,3,2,2,3,34,1,0.3053
1,1,2,1,1,1,3,1,1,3,2,2,1,6,1,0.1349
2,3,1,2,3,3,1,1,1,3,2,2,2,25,2,0.8613
2,2,2,2,3,3,3,1,1,3,2,1,2,27,1,0.4167
1,3,1,2,2,2,1,1,1,1,3,3,2,18,1,0.5807
1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,0.0765
1,1,3,2,1,1,2,1,2,3,2,2,2,5,1,0.1228
3,3,1,2,3,3,2,1,3,2,4,2,3,25,1,0.8993
2,3,1,2,3,3,2,1,3,2,4,3,3,26,3,0.9832
2,3,3,3,1,1,1,1,2,2,4,2,3,1,2,0.8977
2,2,2,2,3,2,2,1,2,3,2,1,2,25,1,0.4291
2,3,2,2,2,3,1,1,1,3,2,3,2,20,2,0.8362
2,2,2,2,1,1,1,1,3,2,4,1,2,9,2,0.6973
1,2,1,1,2,2,2,1,1,1,1,3,1,19,1,0.216
1,1,1,1,1,1,1,0,0,1,1,3,1,12,1,0.0315
1,1,1,1,3,3,3,0,0,1,1,4,1,31,1,0.0887
2,2,2,2,1,3,2,1,1,2,4,4,2,9,2,0.8395
1,1,1,1,1,1,2,1,1,1,3,1,1,8,1,0.1145
2,2,2,2,1,1,3,1,3,2,5,1,2,9,1,0.5807
1,1,3,2,1,1,2,1,3,2,4,1,2,8,1,0.1914
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
2,2,3,3,1,1,1,1,2,2,4,1,3,1,3,0.8895
1,1,2,1,1,1,1,1,1,2,4,1,1,5,1,0.2187
2,1,2,2,3,1,1,1,1,2,5,2,2,33,2,0.7157
1,2,1,1,2,2,3,1,2,1,1,3,1,24,1,0.1912
3,2,3,3,3,1,2,1,2,2,4,1,3,29,1,0.6516
2,3,2,2,2,1,2,1,1,3,4,3,2,17,2,0.9346
3,1,3,3,3,3,1,1,2,3,2,2,3,30,1,0.2959
2,2,2,2,1,3,3,1,3,2,5,3,2,2,2,0.9163
2,3,2,3,2,1,1,1,3,3,2,3,3,16,2,0.8253
1,2,2,2,1,3,3,1,2,3,2,2,2,11,1,0.2172
1,1,3,2,1,1,1,0,0,2,5,2,1,5,1,0.2102
2,1,2,2,3,1,1,1,1,2,5,1,2,25,2,0.7453
2,2,1,2,3,1,2,1,2,2,4,1,2,26,3,0.9265
1,1,2,1,1,1,1,1,2,3,2,2,1,11,1,0.1053
1,1,2,1,1,1,1,0,0,3,2,2,1,10,2,0.1478
2,3,2,3,3,3,3,1,1,3,4,2,3,25,3,0.9776
2,1,2,1,1,1,3,1,2,3,2,2,2,6,2,0.4214
1,2,1,1,2,2,2,1,1,1,1,4,1,24,1,0.2163
3,1,3,3,3,3,1,1,1,3,4,2,3,29,1,0.5225
1,1,2,1,1,1,1,1,2,2,4,1,1,8,1,0.2029
2,3,1,2,2,3,3,1,1,1,3,2,2,14,3,0.9549
1,1,1,1,1,1,1,0,0,1,1,4,1,12,1,0.0402
1,1,2,1,1,1,2,1,1,2,5,3,1,3,1,0.4652
2,3,2,3,2,3,3,1,1,3,2,3,3,14,2,0.8525
3,3,2,3,3,3,3,1,3,3,2,2,3,26,2,0.9071
2,2,2,2,1,3,3,1,2,2,5,4,2,3,2,0.9269
1,1,1,1,3,1,3,1,1,1,1,2,1,26,1,0.1158
1,3,1,1,2,2,2,0,0,1,3,3,1,19,2,0.7265
