has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_score
1,3,3,1,3,1,2,3,1,2,3,1,0,1,1,3,1,3,1,3,0.7833
1,2,1,0,1,2,1,2,1,1,2,1,0,1,1,3,2,1,1,3,0.4
1,1,1,0,2,2,1,2,1,2,2,0,1,12,1,2,3,1,2,1,0.2683
1,2,3,1,2,1,2,2,1,1,3,1,0,10,2,2,1,2,3,2,0.705
0,1,3,1,1,1,1,2,1,1,2,1,1,12,1,2,3,1,2,1,0.31
1,3,3,1,3,1,2,2,1,4,2,1,0,2,2,3,2,3,2,3,0.875
0,2,2,0,2,3,1,2,1,1,2,1,1,4,3,2,2,2,2,3,0.54
1,3,3,1,3,2,2,2,1,2,2,1,1,9,3,1,2,3,2,2,0.7633
1,1,2,0,2,1,1,3,1,1,3,1,1,6,2,2,2,1,1,3,0.435
0,2,1,0,2,2,1,2,1,2,2,1,1,10,2,2,3,2,3,1,0.4233
1,3,3,1,3,3,2,3,1,2,3,1,1,4,3,2,2,3,2,3,0.8833
1,2,1,0,2,1,2,2,1,3,2,1,0,11,2,2,1,2,2,2,0.5267
0,2,3,1,1,3,1,2,1,1,2,1,0,9,3,1,2,2,3,1,0.51
0,1,1,0,1,1,1,2,1,2,2,0,0,6,2,2,2,1,3,1,0.1983
0,3,2,1,3,3,2,1,1,3,2,1,0,4,2,2,2,3,1,2,0.6017
0,2,2,0,2,2,1,2,1,3,2,1,0,1,1,3,1,2,2,3,0.5617
1,3,1,0,2,2,2,2,1,1,2,0,0,8,3,1,1,3,2,1,0.45
1,2,1,0,3,2,2,1,0,4,1,1,1,1,1,3,2,3,1,3,0.68
0,2,1,0,2,1,1,2,1,2,2,0,0,6,2,2,3,1,2,1,0.1483
0,2,2,1,2,2,1,2,1,2,2,0,1,8,3,1,3,2,2,1,0.3383
0,2,2,1,1,3,1,1,1,1,2,1,1,4,3,1,3,1,2,2,0.375
0,2,2,1,2,2,1,3,1,1,3,1,0,1,3,1,2,2,2,3,0.565
0,1,3,1,2,1,1,2,1,3,2,1,0,10,2,2,3,1,3,1,0.4367
0,2,2,0,2,3,1,1,1,2,1,0,0,4,2,2,2,2,2,2,0.3883
1,3,2,0,3,2,2,2,1,3,2,0,0,7,1,2,2,3,3,1,0.6267
0,2,2,0,2,2,1,2,1,1,2,0,1,10,2,2,2,2,2,1,0.29
1,3,1,0,2,3,2,3,1,3,3,1,1,1,1,3,3,3,1,2,0.6167
1,2,2,1,2,2,1,2,1,3,2,0,1,8,3,1,3,3,3,1,0.6267
1,2,2,1,2,2,1,2,1,3,2,1,0,1,1,3,1,3,2,3,0.8117
0,2,2,0,1,3,1,3,1,1,3,1,1,2,1,3,1,2,2,3,0.54
0,3,3,1,2,3,2,2,1,3,2,1,0,1,1,3,2,3,3,3,0.8517
1,2,1,0,2,3,1,1,1,4,1,0,1,4,2,2,3,2,1,1,0.33
0,1,2,0,1,2,1,2,1,3,2,0,0,6,2,2,2,1,3,1,0.2667
1,3,3,1,3,2,2,2,1,3,2,1,0,7,1,3,2,3,3,2,0.8817
0,1,3,1,1,2,1,1,1,4,1,0,0,9,2,2,3,1,3,1,0.355
1,3,1,0,3,3,2,2,1,1,2,1,0,4,2,2,2,3,2,3,0.74
0,2,1,0,2,3,1,1,1,2,2,1,1,1,1,3,3,2,1,3,0.4583
1,2,1,0,2,2,1,2,1,1,2,1,0,10,2,2,2,2,2,3,0.585
0,3,1,0,3,2,2,2,1,1,2,1,0,11,2,2,2,3,2,2,0.545
1,1,1,0,2,1,1,2,1,2,2,1,1,2,2,3,3,1,2,3,0.4933
0,2,3,1,1,2,1,1,1,4,1,0,0,10,2,2,3,1,1,1,0.205
0,2,2,1,2,2,1,2,1,2,2,1,0,1,1,3,2,2,1,3,0.5233
0,2,2,1,2,2,1,2,1,3,2,0,0,8,3,1,2,2,3,1,0.4267
1,2,1,0,2,3,1,1,0,3,1,1,0,10,3,1,1,2,1,2,0.4467
0,3,2,1,2,2,2,2,1,3,2,1,0,9,3,2,3,3,2,3,0.7067
1,1,2,0,1,1,1,2,1,1,3,1,1,4,2,3,2,1,2,3,0.5
0,1,1,0,1,2,1,1,1,1,2,1,0,1,3,1,2,1,1,3,0.27
0,1,2,1,2,2,1,2,1,3,2,1,1,3,2,2,2,1,3,3,0.5717
0,2,1,0,2,2,1,3,1,3,3,1,0,8,3,1,2,1,3,2,0.4067
1,1,2,0,1,1,1,2,1,2,2,0,1,6,2,2,2,1,1,2,0.2583
0,2,2,0,2,1,1,1,0,1,1,1,1,4,3,2,3,2,1,2,0.33
0,1,1,0,1,2,1,1,0,1,1,0,0,10,3,2,1,1,1,2,0.11
1,3,1,0,3,2,2,2,1,4,2,1,0,4,2,2,1,3,1,3,0.685
1,2,2,0,1,2,1,1,0,1,1,0,0,3,2,2,1,2,1,1,0.27
1,2,2,1,2,1,2,2,1,3,2,1,1,5,3,1,3,2,2,1,0.5217
1,3,2,0,3,2,2,1,0,3,1,1,0,9,2,2,2,3,1,2,0.6117
0,1,3,1,2,1,1,3,1,2,3,1,0,1,1,3,1,1,2,3,0.5233
1,1,2,1,2,1,1,1,1,2,1,1,1,10,2,2,3,1,1,2,0.4033
0,1,1,0,1,3,1,1,1,3,2,1,0,11,2,2,2,1,2,2,0.3317
1,3,1,0,3,1,2,2,1,1,2,1,1,9,2,2,3,3,3,3,0.775
1,2,2,1,1,2,1,2,1,1,2,1,0,5,3,1,1,2,3,2,0.63
0,2,1,0,2,2,1,2,1,1,2,0,0,5,3,1,1,2,2,1,0.24
1,2,1,0,3,2,2,2,1,4,2,1,1,2,1,3,3,3,2,3,0.775
0,2,1,0,2,1,1,2,1,3,2,1,1,2,1,3,3,1,3,2,0.4067
0,1,3,1,1,1,1,1,1,4,1,1,0,10,2,2,1,1,1,3,0.415
0,2,3,1,1,3,1,1,0,2,1,1,0,7,1,3,2,2,2,3,0.6083
1,2,1,0,3,3,2,2,1,2,2,1,1,2,2,3,2,2,1,3,0.5933
0,1,1,0,1,2,1,2,1,1,2,0,0,10,2,2,2,1,2,1,0.13
0,2,2,0,2,2,1,3,1,1,3,0,0,5,3,1,2,2,3,1,0.36
1,2,2,0,1,2,1,3,1,1,3,1,1,3,2,2,2,2,3,2,0.605
0,1,2,1,1,1,1,3,1,2,3,0,1,5,3,1,3,1,3,1,0.2783
0,1,1,0,2,1,1,1,0,4,1,1,1,9,2,2,1,1,1,2,0.235
0,2,1,0,2,2,1,3,1,1,3,1,0,8,3,1,2,2,2,1,0.33
1,3,3,1,3,3,2,2,1,1,2,1,1,9,2,2,2,3,2,2,0.785
0,1,3,1,1,3,1,1,1,4,1,1,1,1,1,3,1,1,1,3,0.47
1,1,1,0,2,1,1,2,1,3,2,1,1,10,3,1,2,1,3,2,0.4767
1,2,3,1,2,2,2,2,1,2,2,1,0,1,1,3,1,3,2,3,0.8433
1,2,1,0,2,2,1,2,1,2,2,1,1,4,2,2,2,2,2,3,0.5983
0,1,1,0,2,2,1,2,1,1,2,1,0,1,1,3,1,1,3,3,0.475
0,1,3,1,1,2,1,2,1,2,2,1,0,1,1,3,1,1,2,3,0.5083
1,2,3,1,3,2,2,3,1,1,3,1,0,2,2,2,1,3,1,3,0.775
1,1,3,1,1,2,1,1,0,2,1,1,0,1,1,3,2,1,1,3,0.5133
1,2,1,0,2,3,2,2,1,4,2,1,0,9,2,2,2,2,3,3,0.73
0,1,3,1,2,2,1,2,1,3,2,1,0,4,3,2,1,2,3,3,0.7067
0,2,1,0,1,2,1,1,0,2,1,0,0,9,3,1,2,1,1,1,0.0333
1,2,1,0,1,3,1,3,1,3,3,1,0,1,1,3,2,2,2,3,0.6317
0,1,1,0,1,2,1,2,1,3,2,1,0,10,2,2,3,1,3,2,0.3867
0,1,2,1,1,3,1,1,0,3,1,1,0,9,2,2,2,1,1,2,0.3217
1,2,1,0,2,3,2,3,1,3,3,1,0,10,2,2,2,2,2,3,0.6517
0,2,2,0,3,1,2,3,1,1,3,1,0,5,3,1,2,2,1,2,0.38
0,2,1,0,1,2,1,3,1,4,3,1,0,1,1,3,1,2,3,3,0.6
0,2,1,0,1,3,1,1,1,1,1,0,0,8,3,1,2,1,1,1,0.05
1,3,1,0,3,2,2,3,1,2,3,0,0,10,3,1,3,3,3,1,0.5733
0,2,1,0,2,3,1,1,1,2,2,1,0,9,2,2,2,2,2,3,0.5183
1,3,1,0,3,1,2,1,0,1,1,0,0,10,2,1,2,3,1,1,0.36
0,1,1,0,2,2,1,2,1,2,2,1,0,8,3,1,2,1,2,2,0.3083
1,2,1,0,1,2,1,1,0,2,1,1,0,4,3,1,2,2,1,2,0.3883
0,2,1,0,2,1,1,3,1,2,3,1,1,4,3,2,3,1,3,2,0.3883
0,2,3,1,2,2,1,3,1,2,3,1,0,6,2,2,3,2,1,2,0.4783
1,2,2,1,1,2,1,1,0,3,1,1,0,1,1,3,3,2,1,3,0.5917
1,2,3,1,2,2,1,1,1,1,1,1,1,2,2,3,3,2,1,3,0.635
1,2,2,1,2,2,2,3,1,3,3,1,1,10,3,1,3,2,3,1,0.6267
0,3,2,0,3,3,2,3,1,1,3,0,0,7,1,3,2,3,2,1,0.47
1,3,2,0,3,2,2,1,0,4,1,1,0,10,3,1,1,3,1,1,0.535
0,1,1,0,1,3,1,3,1,1,3,1,1,4,2,2,1,1,3,2,0.39
0,3,2,0,2,2,2,1,1,3,1,1,0,4,2,2,2,3,1,2,0.4967
0,1,1,0,1,2,1,3,1,3,3,1,1,10,3,1,2,1,3,1,0.3067
1,3,3,1,3,2,2,2,1,1,2,1,0,11,2,2,1,3,2,3,0.84
1,2,2,1,2,1,1,1,0,2,1,1,0,11,2,2,3,2,1,1,0.4183
1,3,3,1,3,2,2,2,1,1,2,1,0,2,1,3,2,3,2,3,0.855
1,3,2,0,3,2,2,3,1,3,3,1,0,1,1,3,2,3,3,3,0.8817
1,2,1,0,2,2,1,1,0,2,1,1,0,11,2,2,2,2,2,2,0.5033
1,3,3,1,3,2,2,3,1,3,2,1,0,1,1,3,2,3,3,3,0.9567
1,2,2,1,2,1,2,2,1,2,2,0,1,12,1,3,3,2,1,2,0.4583
0,1,1,0,2,3,1,2,1,1,2,1,1,2,1,3,2,1,2,3,0.42
0,1,1,0,2,1,1,1,0,1,1,1,0,5,3,1,1,1,1,2,0.18
0,1,3,1,1,1,1,3,1,1,3,1,1,4,3,1,3,1,3,1,0.38
0,3,1,0,2,3,2,2,1,2,2,1,0,4,3,1,1,2,2,2,0.4383
1,1,1,0,1,1,1,3,1,2,3,1,0,4,2,2,2,1,2,3,0.4633
0,2,3,1,3,1,2,2,1,1,2,1,0,1,1,3,2,2,2,3,0.635
0,3,1,0,2,2,2,1,1,2,1,1,0,3,2,2,3,3,1,2,0.4483
1,2,2,1,3,2,2,1,1,4,1,1,0,3,2,2,3,3,2,2,0.76
1,1,1,0,1,2,1,1,1,2,1,1,0,10,2,2,2,1,1,3,0.3883
0,2,3,1,1,3,1,1,1,1,1,1,0,1,1,3,2,2,2,3,0.605
1,3,2,1,3,3,2,1,1,4,1,0,0,12,2,2,1,3,1,2,0.625
0,1,2,1,1,3,1,2,1,1,2,1,1,2,1,3,3,1,1,3,0.405
1,3,1,0,2,3,2,2,1,3,2,1,0,1,1,3,1,3,1,3,0.6817
0,1,2,0,2,1,1,2,1,2,2,1,0,4,2,2,2,1,2,2,0.3383
0,2,2,0,2,1,1,2,1,1,2,1,0,1,1,3,1,1,3,3,0.49
0,1,1,0,2,1,1,2,1,3,2,1,0,10,1,3,2,1,3,2,0.4067
1,2,2,0,2,3,1,2,1,2,3,1,0,9,2,2,2,3,3,2,0.7633
1,1,3,1,1,2,1,2,1,1,2,1,1,10,2,2,3,1,3,1,0.505
0,2,2,0,1,2,1,1,0,4,1,1,1,9,2,2,2,2,2,3,0.515
1,2,3,1,2,2,1,2,1,2,2,0,1,5,3,1,3,2,3,1,0.5483
1,1,1,0,2,2,1,3,1,2,3,1,1,10,2,2,1,1,2,3,0.5083
1,1,1,0,1,1,1,3,1,4,3,1,0,10,3,1,1,1,3,1,0.4
1,3,2,0,2,2,2,1,0,3,1,1,1,1,1,3,3,3,1,2,0.6017
0,1,2,0,2,1,1,1,1,2,1,1,0,10,2,2,2,1,1,2,0.2533
1,3,3,1,3,1,2,1,1,1,1,0,0,12,2,2,2,3,2,1,0.58
1,3,1,0,3,3,2,3,1,3,3,1,0,12,2,2,1,3,3,2,0.7767
0,3,1,0,2,2,2,3,1,1,3,1,1,12,1,2,3,3,1,1,0.38
1,1,1,0,1,1,1,2,1,3,2,1,0,12,2,2,2,1,2,2,0.3917
0,2,3,1,2,2,1,2,1,4,2,1,0,1,1,3,1,2,2,3,0.66
0,1,2,0,1,2,1,3,1,2,3,1,0,1,1,3,1,1,3,3,0.5083
0,3,1,0,3,3,2,2,1,3,2,1,1,10,1,3,3,3,3,3,0.7567
0,2,3,1,2,3,1,1,1,3,1,0,1,4,2,2,2,2,1,1,0.3367
1,2,3,1,3,2,2,2,1,2,2,0,0,7,1,2,2,3,3,1,0.6983
1,2,1,0,2,1,2,2,1,2,2,0,1,11,2,2,3,2,2,1,0.3583
1,2,2,0,3,2,2,2,1,2,2,1,0,7,1,3,2,3,2,2,0.7083
1,2,2,0,2,1,2,2,1,3,2,1,0,5,3,1,1,2,3,2,0.6217
1,2,1,0,2,2,2,3,1,4,3,1,0,4,3,1,1,2,3,2,0.63
0,2,1,0,1,3,1,1,1,4,1,1,0,9,3,1,2,1,1,2,0.245
0,3,3,1,3,2,2,2,1,1,2,1,0,10,2,2,2,3,2,3,0.74
1,3,3,1,3,2,2,2,1,4,2,1,1,4,3,2,2,3,2,3,0.88
1,3,2,0,3,1,2,2,1,1,2,1,1,5,3,1,3,3,2,2,0.645
1,3,1,0,3,2,2,1,1,3,1,0,1,6,2,2,2,3,2,1,0.5067
0,2,1,0,2,2,1,1,1,1,1,1,0,2,1,3,1,2,1,3,0.415
1,3,3,1,3,3,2,3,1,2,3,1,1,4,2,2,3,3,1,2,0.7333
0,2,3,1,2,3,1,2,1,2,2,1,0,4,3,2,1,2,3,3,0.7133
0,2,3,1,2,3,1,3,1,1,3,1,0,9,2,2,2,2,2,3,0.635
1,1,1,0,1,3,1,1,0,1,1,1,1,4,2,2,3,1,1,2,0.31
1,2,3,1,2,3,1,1,1,4,1,0,0,6,2,2,2,3,1,1,0.55
1,2,1,0,2,2,1,1,1,4,1,1,0,10,1,3,2,2,1,2,0.48
0,1,2,1,2,1,1,2,1,2,2,0,1,3,2,2,3,1,3,1,0.3083
0,2,2,1,2,2,1,1,0,3,1,1,0,10,2,2,2,2,1,3,0.5017
0,1,1,0,1,1,1,3,1,1,3,1,0,11,2,2,1,1,1,2,0.2
1,3,1,0,3,1,2,2,0,2,2,0,1,9,2,2,2,3,1,2,0.4733
1,1,1,0,1,3,1,3,1,2,3,0,0,4,2,2,2,1,1,1,0.1983
0,3,1,0,2,2,2,2,1,4,2,1,1,10,2,2,3,3,2,1,0.485
0,2,2,1,1,2,1,3,1,1,3,1,0,2,1,3,1,1,2,3,0.47
1,3,2,0,3,2,2,2,1,4,2,1,1,10,2,2,2,3,2,2,0.72
0,1,1,0,1,2,1,2,1,1,2,0,1,12,1,3,3,1,2,1,0.145
0,2,2,1,2,2,1,2,1,2,2,0,0,8,3,1,3,2,3,1,0.4133
0,2,1,0,2,2,1,2,1,1,2,0,1,8,3,1,3,2,3,1,0.315
0,2,1,0,2,2,1,1,1,4,1,1,0,1,1,3,2,2,2,3,0.53
0,2,1,0,1,2,1,2,1,1,2,0,0,8,3,1,1,1,3,1,0.19
1,3,1,0,3,2,2,2,1,3,2,1,1,2,2,3,2,3,3,3,0.8367
1,3,1,0,3,2,2,1,0,4,1,0,0,6,2,1,2,3,1,1,0.42
1,2,2,0,3,1,2,1,1,1,2,0,0,12,1,3,2,2,1,1,0.345
0,2,1,0,2,2,1,2,1,2,2,1,1,10,2,2,2,1,1,2,0.2483
1,3,1,0,2,3,2,2,1,3,2,1,0,10,3,1,3,3,1,1,0.5017
1,2,3,1,2,1,2,2,1,4,2,0,0,11,2,2,2,2,2,1,0.505
0,3,2,1,2,3,2,3,1,2,3,1,0,9,2,2,2,3,1,3,0.6483
1,2,1,0,3,1,2,2,1,1,2,1,0,10,3,1,2,3,3,1,0.61
1,3,1,0,2,2,2,2,1,1,2,0,0,11,2,2,2,3,3,1,0.54
0,3,1,0,3,2,2,2,1,3,2,0,1,3,1,3,3,3,3,1,0.5067
0,2,2,0,2,2,1,2,1,4,2,1,1,4,3,2,3,1,3,3,0.535
0,2,1,0,2,2,1,3,1,4,3,1,1,3,2,2,3,2,3,2,0.535
1,1,1,0,1,1,1,2,1,1,2,1,0,1,1,3,2,1,3,3,0.53
0,2,1,0,1,2,1,3,1,1,3,1,0,9,2,2,2,1,2,2,0.295
1,1,2,0,1,1,1,3,1,2,3,1,0,4,2,2,1,1,3,3,0.5733
0,2,3,1,2,1,1,2,1,1,3,1,1,4,3,2,3,2,3,2,0.595
0,3,1,0,2,2,2,1,1,1,2,0,1,11,2,2,2,3,1,1,0.29
1,2,3,1,2,3,1,2,1,3,2,0,1,12,2,2,3,3,2,1,0.6217
1,3,3,1,3,2,2,3,1,2,3,1,0,4,2,3,2,3,2,3,0.8783
0,1,1,0,1,1,1,2,1,1,2,1,0,4,3,2,1,1,1,3,0.265
0,3,1,0,3,2,2,1,1,3,2,1,0,2,1,3,2,3,1,3,0.5867
0,2,2,0,2,3,1,2,1,1,2,1,1,9,2,2,2,2,3,3,0.615
0,1,1,0,2,2,1,3,1,3,3,1,0,11,1,2,2,1,1,2,0.2717
0,2,1,0,2,2,1,3,1,2,3,0,0,12,1,2,2,2,3,1,0.3533
1,2,2,1,2,3,1,1,1,4,1,1,0,10,2,2,2,3,1,2,0.67
1,3,2,1,3,2,2,3,1,3,3,0,0,8,3,1,3,3,2,1,0.5967
0,1,1,0,1,3,1,2,1,3,2,1,0,4,3,1,1,1,2,3,0.3917
0,2,1,0,2,3,1,1,1,4,2,1,1,2,1,3,1,2,2,3,0.56
0,1,1,0,2,1,1,2,1,1,2,0,1,12,1,3,2,1,3,1,0.225
1,2,2,0,2,2,1,2,1,2,2,0,0,12,3,1,2,2,2,1,0.3883
1,2,3,1,2,1,1,3,1,1,3,1,0,12,1,3,1,2,2,3,0.71
0,2,3,1,1,3,1,1,1,3,1,0,0,10,2,2,1,2,1,1,0.3117
1,2,1,0,2,2,2,3,1,1,3,1,1,2,1,3,3,2,3,3,0.695
1,3,1,0,3,2,2,3,1,3,3,0,1,12,1,2,3,3,3,1,0.6017
1,3,1,0,3,2,2,3,1,1,3,1,1,5,3,1,3,3,2,1,0.565
0,2,3,1,2,3,1,3,1,3,3,0,1,6,2,1,3,2,3,1,0.4917
1,1,1,0,2,1,1,1,1,2,1,1,1,2,2,3,1,1,1,3,0.4083
1,2,1,0,2,3,2,3,1,4,3,1,0,2,2,2,2,2,2,2,0.59
0,3,3,1,3,3,2,3,1,2,3,1,1,2,1,3,3,3,1,3,0.7233
1,3,2,0,3,2,2,2,1,1,2,1,0,5,3,1,1,3,2,2,0.665
1,3,1,0,2,3,2,3,1,4,3,1,1,12,1,2,3,3,2,1,0.615
1,3,1,0,3,2,2,2,1,1,2,0,0,9,2,2,3,3,2,1,0.49
0,1,1,0,1,2,1,3,1,1,3,1,1,2,2,2,2,1,3,2,0.37
0,2,2,0,3,2,1,2,1,3,2,1,0,1,1,3,1,2,2,3,0.5867
0,1,1,0,1,1,1,3,1,1,3,1,0,1,1,3,2,1,1,3,0.29
0,2,1,0,1,2,1,1,1,4,2,1,0,1,3,1,2,1,2,3,0.385
0,1,2,0,1,1,1,3,1,2,3,0,0,6,2,2,1,1,3,1,0.2433
1,3,1,0,3,2,2,1,1,1,2,1,1,1,1,3,1,3,2,3,0.735
0,1,3,1,2,2,1,2,1,2,2,1,1,12,1,3,3,1,3,2,0.5333
0,1,2,1,2,3,1,2,1,4,2,1,1,4,3,1,3,1,2,1,0.365
0,2,3,1,1,2,1,2,1,2,2,1,0,5,3,1,2,1,2,1,0.3283
0,2,1,0,1,3,1,2,1,3,2,1,0,5,2,1,2,1,2,1,0.2417
1,3,2,0,3,2,2,1,0,1,1,1,1,11,2,2,3,3,1,1,0.51
1,2,1,0,2,2,1,2,1,1,2,0,0,12,1,3,1,2,2,1,0.37
0,3,2,0,3,1,2,2,1,2,2,1,1,4,2,2,2,3,3,2,0.6483
0,1,3,1,2,2,1,2,1,1,2,1,1,1,1,3,3,1,3,2,0.52
0,2,1,0,1,2,1,2,1,3,2,1,1,4,2,2,1,1,3,3,0.4617
1,3,1,0,3,1,2,2,1,4,2,1,0,5,3,1,2,3,2,2,0.65
0,1,1,0,1,3,1,1,0,4,1,1,0,10,2,2,2,1,1,2,0.25
1,2,1,0,2,2,2,2,1,1,2,1,0,10,2,2,2,2,2,3,0.595
1,1,3,1,2,1,1,3,1,1,3,0,0,11,3,1,2,1,1,1,0.275
0,3,1,0,2,3,2,3,1,3,3,1,0,5,3,1,1,3,3,2,0.6367
1,2,1,0,3,2,2,1,0,1,1,1,1,1,1,3,1,3,1,3,0.64
1,3,2,0,3,3,2,1,0,4,1,1,1,1,1,3,2,3,1,3,0.735
0,1,2,1,1,2,1,2,1,2,2,1,0,10,3,1,1,1,2,1,0.2933
0,1,1,0,1,2,1,1,1,4,1,0,0,6,2,2,2,1,1,1,0.085
0,1,2,0,1,1,1,1,0,4,1,1,1,10,2,2,2,1,1,2,0.245
1,2,2,0,3,1,2,2,1,3,3,1,1,1,1,3,3,3,3,2,0.7867
1,2,2,0,2,2,2,2,1,4,2,1,0,10,2,2,2,2,3,2,0.67
0,2,3,1,1,2,1,2,1,2,2,1,0,4,2,2,2,1,1,3,0.4183
0,1,2,1,2,2,1,2,1,4,2,0,0,6,3,1,2,1,3,1,0.34
1,2,1,0,2,1,2,2,1,3,2,0,0,12,2,2,1,2,3,1,0.4467
0,1,3,1,2,2,1,2,1,2,2,0,0,5,3,1,2,1,3,1,0.3483
0,1,2,0,2,1,1,3,1,2,3,1,0,8,3,1,2,1,1,1,0.1833
0,2,3,1,1,2,1,2,1,1,2,1,1,9,3,1,3,2,2,1,0.415
0,1,1,0,1,2,1,2,1,3,2,1,0,10,2,2,1,1,3,2,0.3867
0,2,2,0,2,2,1,2,1,3,2,1,0,1,1,3,1,2,3,3,0.6367
1,2,3,1,3,1,2,1,1,2,2,1,1,4,2,2,1,3,1,2,0.6833
1,3,3,1,2,3,2,3,1,3,3,0,0,7,1,2,2,3,3,1,0.7167
1,3,3,1,3,1,2,3,1,4,3,1,0,1,1,3,2,3,3,3,0.96
1,3,2,0,3,2,2,1,1,2,1,1,0,1,1,3,1,3,1,3,0.6983
0,1,1,0,2,1,1,2,1,1,2,1,1,5,3,1,2,1,2,2,0.275
0,1,1,0,2,1,1,1,0,4,1,1,0,3,2,2,2,1,1,2,0.235
1,2,2,0,2,2,2,2,1,1,2,1,0,4,2,2,3,2,3,2,0.63
0,2,3,1,2,2,1,2,1,3,2,0,0,6,2,2,3,2,3,1,0.4767
1,2,1,0,1,2,1,2,1,2,2,0,1,4,3,2,3,2,2,1,0.3433
1,2,2,0,1,2,1,1,0,2,1,1,0,4,2,2,2,1,1,2,0.3383
1,2,1,0,1,3,1,1,1,4,1,0,1,6,2,2,2,2,1,2,0.38
0,2,2,1,2,2,1,2,1,2,2,1,0,4,3,2,2,2,1,3,0.5083
1,3,2,0,3,2,2,1,0,1,1,1,0,9,2,2,2,3,1,2,0.585
0,3,1,0,3,1,2,1,1,4,1,1,0,10,3,1,1,3,1,2,0.465
1,3,2,1,2,2,2,1,1,2,1,0,0,8,3,1,2,3,1,1,0.4633
0,1,1,0,1,1,1,2,1,2,2,1,0,10,2,2,2,1,1,3,0.2783
1,3,2,1,2,2,2,2,1,4,2,0,0,10,2,2,1,3,2,1,0.59
0,1,2,1,1,1,1,2,1,2,2,1,0,1,1,3,2,1,2,3,0.4533
1,3,1,0,2,3,2,2,0,2,1,1,0,5,3,1,3,3,1,1,0.4683
0,2,3,1,2,3,1,1,1,3,1,1,0,9,2,2,2,2,2,3,0.6417
1,3,2,0,3,1,2,1,1,4,1,1,0,11,3,1,1,3,1,1,0.525
0,1,1,0,2,1,1,2,1,3,2,1,0,8,3,1,3,1,3,1,0.3017
1,2,2,0,2,2,2,1,1,2,2,1,0,5,3,1,2,2,1,2,0.4783
1,2,1,0,3,2,2,2,1,2,2,1,1,4,2,2,3,2,3,2,0.6333
1,3,1,0,2,2,2,1,0,3,1,1,0,3,1,2,2,3,2,2,0.6267
1,3,2,1,3,2,2,2,1,1,2,1,0,6,2,2,2,3,2,3,0.805
0,2,1,0,1,3,1,1,1,2,2,0,1,4,2,2,3,1,2,1,0.1633
1,2,2,0,3,1,2,1,0,4,1,1,0,9,3,1,2,2,1,1,0.415
1,3,2,0,2,2,2,1,1,2,1,1,0,1,1,3,2,3,1,3,0.6733
0,2,3,1,1,2,1,3,1,2,3,1,0,10,2,2,1,2,1,2,0.4533
0,2,1,0,1,2,1,2,1,3,2,1,1,4,2,2,1,1,3,3,0.4617
0,3,1,0,3,2,2,2,1,3,2,1,0,1,1,3,1,3,1,3,0.5867
0,1,1,0,1,1,1,1,1,4,1,0,0,12,1,3,2,1,1,1,0.08
1,3,1,0,3,2,2,2,1,1,2,1,0,11,1,3,2,3,2,2,0.66
1,3,3,1,3,2,2,1,0,2,1,1,1,2,1,3,2,3,1,3,0.7733
0,3,1,0,3,1,2,3,1,1,3,1,0,8,3,1,2,3,2,2,0.52
1,3,1,0,2,2,2,2,1,2,3,1,1,4,2,2,3,3,3,2,0.7183
1,3,1,0,3,1,2,1,0,2,1,1,1,2,2,3,1,3,1,3,0.6333
1,3,3,1,3,2,2,3,1,2,3,1,1,8,3,1,3,3,1,1,0.6233
1,2,1,0,2,3,1,2,1,3,2,0,1,10,2,2,3,2,2,1,0.4017
0,2,2,1,2,2,1,3,1,3,3,1,0,1,1,3,2,2,3,3,0.6967
1,2,1,0,2,3,1,2,1,1,2,1,0,4,2,2,1,2,2,2,0.53
1,3,1,0,3,3,2,1,1,1,2,1,0,10,2,2,3,3,2,1,0.59
1,3,2,0,3,3,2,2,1,1,2,1,0,6,2,2,2,3,2,2,0.7
1,2,1,0,2,2,1,1,1,4,1,1,0,12,1,2,2,2,1,2,0.465
0,2,2,0,1,3,1,2,0,2,2,1,1,1,1,3,3,1,1,2,0.2833
1,1,3,1,2,2,1,1,0,3,1,1,0,9,2,2,2,2,1,3,0.6367
1,2,1,0,3,2,2,3,1,1,3,1,0,2,2,3,2,2,3,3,0.72
0,2,3,1,3,3,2,2,0,1,2,0,0,10,2,2,1,2,2,1,0.42
1,2,2,0,2,3,1,1,0,4,1,1,0,1,1,3,1,2,1,3,0.6
0,1,2,0,1,1,1,3,1,2,3,0,0,12,3,1,2,1,3,1,0.2283
1,3,2,0,3,2,2,2,1,3,2,1,0,7,1,2,2,3,2,1,0.6317
1,2,2,0,2,1,2,1,1,1,1,0,0,12,3,1,2,2,1,1,0.28
0,2,1,0,2,2,1,1,1,4,1,1,0,1,1,3,1,2,1,3,0.455
1,3,1,0,3,3,2,2,1,2,2,1,0,9,2,2,2,3,3,3,0.8283
0,2,2,0,2,1,2,3,1,1,3,0,0,5,3,1,1,2,3,1,0.35
1,2,2,1,2,3,2,2,1,1,2,1,0,2,2,2,2,2,3,2,0.7
