lead_id,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_closed
lead:00000187,0,0.61,1,0,0.528,0.27,NON SALES,14,1,active,5.4,1,1,Follow Up / Negot.,33,0.131,400610,Medium,High,Medium,0
lead:00000188,1,0.63,7,1,0.498,-0.01,NON SALES,8,1,cold,4.1,1,0,Closed,2,2.9943,189390,Medium,High,High,0
lead:00000189,1,1.43,1,0,0.644,0.75,SALES,3,1,active,3.0,0,0,Sales Follow Up,6,0.4221,154580,High,Medium,Low,1
lead:00000190,0,0.0,3,1,0.419,-0.4,NON SALES,8,1,active,3.8,1,0,Quotation,143,0.015,31920,Low,Medium,Medium,0
lead:00000191,0,2.81,0,0,0.702,0.32,SALES,1,0,cold,1.3,0,1,Manual Follow Up,20,0.1297,659030,High,Low,Low,1
lead:00000192,0,0.25,0,0,0.438,0.28,NON SALES,8,1,stale,4.2,1,1,Manual Follow Up,19,0.1258,695610,Low,Medium,Low,1
lead:00000193,0,1.41,0,0,0.616,0.53,SALES,8,1,active,3.9,1,0,Quotation,17,0.205,20160,Medium,High,Medium,1
lead:00000194,1,2.04,1,0,0.59,0.3,SALES,11,1,stale,4.7,1,0,Quotation,8,0.4299,225970,High,High,High,1
lead:00000195,1,2.08,2,0,0.537,0.1,SALES,8,1,stale,4.2,0,0,New Lead,2,0.4925,111510,High,Medium,Low,1
lead:00000196,0,1.07,3,1,0.406,0.46,NON SALES,11,1,active,5.3,1,0,Proposal Sent,18,0.2044,224790,Medium,High,High,0
lead:00000197,0,0.0,0,0,0.352,-0.17,NON SALES,1,0,active,0.9,1,1,Contract Sent,12,0.4074,564630,Low,Low,High,0
lead:00000198,0,0.4,2,0,0.35,0.42,NON SALES,10,1,cold,4.7,1,0,Quotation,21,0.1743,76720,Low,High,Medium,0
lead:00000199,0,0.09,0,0,0.421,-0.43,NON SALES,1,0,stale,0.9,1,0,Contract Sent,4,1.2592,205910,Low,Low,High,1
lead:00000200,1,0.29,1,0,0.515,-0.45,NON SALES,4,1,stale,3.1,1,0,Contract Sent,11,0.4564,33040,Low,Medium,High,0
lead:00000201,1,1.33,5,1,0.576,-0.37,SALES,3,1,cold,2.6,1,1,Contract Sent,15,0.3375,499140,Medium,Low,High,0
lead:00000202,0,3.06,3,1,0.644,0.64,SALES,14,1,stale,6.3,1,1,Follow Up / Negot.,25,0.1562,114460,High,High,High,1
lead:00000203,1,1.19,1,0,0.589,-0.47,SALES,11,1,cold,5.6,0,1,Sales Follow Up,11,0.2195,117410,Medium,High,Low,0
lead:00000204,0,0.57,6,1,0.319,0.68,NON SALES,11,1,active,5.2,1,0,Closed,0,6.0,117410,Medium,High,High,1
lead:00000205,0,0.73,0,0,0.443,0.16,NON SALES,14,1,active,5.8,0,0,Lost,54,0.0226,86140,Low,High,Low,0
lead:00000206,0,0.69,0,0,0.449,0.55,NON SALES,1,0,stale,1.1,0,1,Sales Qualified,10,0.2077,569350,Low,Low,Low,0
lead:00000207,1,0.57,0,0,0.532,-0.01,NON SALES,13,1,stale,5.1,1,0,Lost,21,0.0465,60480,Medium,High,Low,0
lead:00000208,1,1.31,0,0,0.551,0.56,SALES,8,1,active,4.3,1,1,Follow Up / Negot.,31,0.1235,191160,Medium,High,Medium,1
lead:00000209,0,0.38,6,1,0.475,0.08,NON SALES,4,1,fresh,1.9,1,0,Follow Up / Negot.,21,0.1814,264910,Low,Low,Medium,0
lead:00000210,1,2.02,0,0,0.586,0.18,SALES,4,1,cold,2.8,1,0,Quotation,30,0.1127,138650,High,Low,Low,1
lead:00000211,1,0.68,6,1,0.538,0.42,NON SALES,10,1,fresh,4.9,1,1,Contract Sent,13,0.3785,238360,High,High,High,1
lead:00000212,1,1.5,2,1,0.5,0.35,SALES,8,1,active,4.2,1,1,Contract Sent,12,0.4142,91450,High,High,High,1
lead:00000213,1,0.0,1,0,0.498,-0.31,NON SALES,3,1,fresh,1.9,1,0,Follow Up / Negot.,29,0.1317,274350,Low,Low,Medium,0
lead:00000214,1,1.15,6,1,0.568,0.55,NON SALES,9,1,cold,4.2,1,0,Closed,3,2.0021,19040,High,Medium,High,1
lead:00000215,0,0.8,5,1,0.523,0.0,NON SALES,15,1,stale,7.2,1,1,Manual Follow Up,22,0.1048,181720,Medium,High,Medium,1
lead:00000216,0,0.0,0,0,0.271,-0.19,NON SALES,5,1,cold,3.4,1,1,Demo Scheduled,14,0.2229,113870,Low,High,Medium,0
lead:00000217,1,1.49,0,0,0.627,0.47,SALES,7,1,fresh,3.8,1,1,Quotation,10,0.3518,110920,High,Medium,High,1
lead:00000218,0,0.0,0,0,0.396,-0.34,NON SALES,9,1,active,4.5,1,1,Quotation,30,0.1196,538080,Low,High,Medium,0
lead:00000219,1,3.1,2,1,0.709,0.43,SALES,12,1,active,5.4,1,1,Contract Sent,15,0.3293,565220,High,High,Medium,1
lead:00000220,0,0.31,0,0,0.429,-0.09,NON SALES,1,0,cold,1.3,1,0,Closed,1,5.9962,69440,Low,Low,High,0
lead:00000221,0,0.16,2,1,0.45,0.05,NON SALES,4,1,active,1.9,1,0,Contract Sent,15,0.3362,49840,Low,Low,High,1
lead:00000222,0,0.55,0,0,0.477,0.82,NON SALES,5,1,active,2.2,1,0,Closed,3,1.9984,57680,Medium,Low,High,0
lead:00000223,1,0.58,5,1,0.486,0.16,NON SALES,4,1,stale,3.4,1,0,Quotation,19,0.1806,73920,Medium,Medium,High,1
lead:00000224,1,0.51,0,0,0.436,0.29,NON SALES,7,1,active,3.9,1,1,Follow Up / Negot.,25,0.1647,307390,Medium,High,Medium,1
lead:00000225,1,0.64,7,1,0.535,0.4,NON SALES,7,1,stale,3.8,1,0,Sales Qualified,8,0.2455,142190,High,Medium,Medium,0
lead:00000226,1,1.62,0,0,0.585,0.47,SALES,9,1,cold,4.2,1,0,Closed,3,2.0034,236000,Medium,Medium,High,1
lead:00000227,1,2.23,1,1,0.581,0.03,SALES,9,1,cold,4.9,1,0,Sales Follow Up,5,0.4964,48160,High,High,Medium,1
lead:00000228,0,0.8,0,0,0.433,0.39,NON SALES,14,1,cold,5.6,0,0,Sales Qualified,9,0.2207,192340,Low,Low,Low,0
lead:00000229,0,2.02,1,1,0.632,0.36,SALES,9,1,stale,4.5,0,0,Quotation,29,0.1135,192340,High,High,Low,1
lead:00000230,0,1.83,0,0,0.672,-0.59,SALES,7,1,stale,4.1,1,0,Quotation,10,0.3563,30240,Medium,Medium,Medium,1
lead:00000231,1,0.46,2,1,0.461,-0.56,NON SALES,4,1,stale,2.9,1,1,On Hold,56,0.034,129210,Low,Low,Medium,1
lead:00000232,0,0.41,0,0,0.298,0.37,NON SALES,11,1,cold,5.5,0,0,Lost,55,0.0194,215350,Low,High,Low,0
lead:00000233,0,0.54,7,1,0.546,0.08,NON SALES,15,1,cold,6.6,1,0,Closed,0,6.0,52080,Medium,Low,High,0
lead:00000234,1,1.42,0,0,0.633,-0.0,SALES,10,1,active,4.8,1,0,Follow Up / Negot.,19,0.2156,83440,High,High,High,1
lead:00000235,1,0.0,6,1,0.477,-0.94,NON SALES,2,1,fresh,1.7,1,0,Contract Sent,10,0.5086,310340,Medium,Low,High,1
lead:00000236,0,0.59,0,0,0.455,0.14,NON SALES,7,1,active,3.8,1,1,Contract Sent,12,0.4189,152810,Medium,Medium,High,0
lead:00000237,0,0.0,1,0,0.392,-0.45,NON SALES,15,1,stale,6.3,1,1,Follow Up / Negot.,29,0.1416,389400,Low,High,High,1
lead:00000238,0,0.0,0,0,0.299,-0.53,NON SALES,16,1,cold,7.2,1,1,Follow Up / Negot.,25,0.1576,226560,Low,Low,Medium,0
lead:00000239,1,1.23,0,0,0.636,-0.6,SALES,2,0,cold,1.9,1,1,Contract Sent,5,1.0018,569350,Medium,Low,High,1
lead:00000240,1,0.52,1,0,0.443,0.48,NON SALES,11,1,cold,5.2,0,0,Quotation,15,0.2302,133930,Medium,Medium,Low,0
lead:00000241,0,0.73,2,1,0.533,0.12,NON SALES,3,1,active,1.9,0,0,Manual Follow Up,17,0.1467,75600,Medium,Low,Low,0
lead:00000242,0,0.0,0,0,0.376,-0.27,NON SALES,12,1,active,5.2,1,1,Contract Sent,7,0.7123,263140,Low,Medium,High,0
lead:00000243,1,0.19,5,1,0.402,-0.51,NON SALES,8,1,cold,4.2,1,0,Lost,28,0.0434,64960,Low,High,Medium,0
lead:00000244,1,0.0,1,0,0.311,-0.2,NON SALES,10,1,stale,4.8,1,1,Follow Up / Negot.,19,0.2128,147500,Low,High,High,0
lead:00000245,0,1.02,1,0,0.46,0.34,NON SALES,8,1,fresh,3.7,1,0,On Hold,44,0.0375,376420,Medium,Medium,Low,1
lead:00000246,1,0.87,2,0,0.377,0.15,NON SALES,3,1,active,2.2,0,1,Proposal Sent,14,0.2406,267860,Medium,Low,Medium,1
lead:00000247,0,0.0,0,0,0.401,-0.7,NON SALES,16,1,cold,6.8,1,0,Quotation,25,0.1332,30240,Low,High,High,0
lead:00000248,1,0.0,1,0,0.444,-0.67,NON SALES,3,0,fresh,1.8,1,0,Closed,0,6.0,75600,Low,Medium,High,0
lead:00000249,1,0.79,1,0,0.435,0.42,NON SALES,11,1,cold,5.7,1,0,Closed,3,1.9937,81200,Medium,High,High,1
lead:00000250,1,1.84,0,0,0.559,0.18,SALES,5,1,stale,3.2,1,0,Lost,49,0.0109,375240,Medium,Low,Medium,1
lead:00000251,1,0.0,0,0,0.272,-0.75,NON SALES,2,1,fresh,1.7,1,0,Proposal Sent,13,0.2743,120950,Low,Low,Medium,0
lead:00000252,0,0.44,0,0,0.37,0.32,NON SALES,14,1,cold,5.9,1,1,Contract Sent,11,0.4587,284970,Low,High,High,0
lead:00000253,0,2.3,0,0,0.603,0.13,SALES,2,1,cold,2.3,1,1,Follow Up / Negot.,35,0.1145,545160,High,Low,Low,1
lead:00000254,1,1.98,1,1,0.654,0.21,SALES,1,0,fresh,0.5,1,0,Follow Up / Negot.,12,0.3419,263730,High,Low,Medium,1
lead:00000255,0,0.0,0,0,0.366,-0.47,NON SALES,9,1,cold,5.3,1,0,Closed,1,6.0064,28000,Low,Low,High,0
lead:00000256,0,0.88,1,0,0.451,0.55,NON SALES,2,1,fresh,1.4,1,1,Proposal Sent,14,0.247,457250,Low,Low,Medium,0
lead:00000257,0,0.24,1,0,0.314,0.45,NON SALES,6,1,active,3.8,1,0,Closed,1,5.9962,195880,Low,High,High,0
lead:00000258,1,0.9,0,0,0.487,0.58,NON SALES,12,1,cold,5.6,1,1,Contract Sent,7,0.7099,285560,Medium,Medium,High,0
lead:00000259,0,0.0,1,1,0.323,-0.47,NON SALES,7,1,fresh,4.5,1,1,Manual Follow Up,19,0.1299,316240,Low,Medium,Medium,0
lead:00000260,0,0.0,0,0,0.418,-0.79,NON SALES,13,1,active,6.1,0,0,Sales Qualified,11,0.1859,211220,Low,High,Low,0
lead:00000261,1,1.55,0,0,0.548,0.25,SALES,8,1,fresh,4.0,0,0,New Lead,116,0.0121,87360,Medium,Medium,Low,1
lead:00000262,0,0.62,0,0,0.408,0.25,NON SALES,12,1,stale,5.4,1,0,Closed,109,0.0641,127440,Low,Medium,High,0
lead:00000263,0,1.0,1,1,0.582,-0.53,SALES,5,1,cold,3.1,0,1,Follow Up / Negot.,35,0.1146,261370,Medium,Low,Low,1
lead:00000264,0,0.6,2,1,0.438,0.02,NON SALES,17,1,stale,6.8,1,1,Contract Sent,5,1.0076,202960,Medium,Medium,High,1
lead:00000265,0,0.0,0,0,0.277,-0.51,NON SALES,3,0,stale,1.9,0,0,Manual Follow Up,15,0.1636,143960,Low,Medium,Low,0
lead:00000266,0,1.27,1,1,0.523,0.45,SALES,6,1,active,4.0,0,0,On Hold,84,0.0208,268450,Medium,Medium,Low,1
lead:00000267,0,0.76,3,0,0.492,-0.61,NON SALES,5,1,active,3.5,1,0,Quotation,10,0.3589,49280,Medium,Medium,High,0
lead:00000268,0,0.38,0,0,0.388,0.13,NON SALES,10,1,active,5.1,1,0,On Hold,27,0.0555,28000,Low,High,Medium,1
lead:00000269,0,3.09,0,0,0.62,0.42,SALES,6,1,cold,3.9,1,1,Sales Qualified,12,0.1655,323910,High,Medium,Medium,1
lead:00000270,0,2.73,0,0,0.676,0.57,SALES,7,1,cold,3.3,1,0,Proposal Sent,18,0.1847,255470,High,Medium,High,1
lead:00000271,0,0.83,0,0,0.575,-0.37,SALES,4,1,stale,2.9,1,0,Closed,1,5.9953,233050,Medium,Medium,High,1
lead:00000272,0,0.55,1,0,0.35,0.47,NON SALES,2,0,stale,1.9,1,0,Follow Up / Negot.,15,0.2726,21280,Low,Low,High,0
lead:00000273,0,1.15,3,1,0.587,0.9,NON SALES,6,1,cold,3.4,1,0,Contract Sent,7,0.7207,146910,Medium,Low,High,1
lead:00000274,0,0.14,0,0,0.406,-0.4,NON SALES,13,1,active,6.2,1,1,Proposal Sent,15,0.2399,64960,Low,High,Medium,0
lead:00000275,1,1.25,1,0,0.582,0.3,NON SALES,7,1,active,3.4,1,1,Contract Sent,12,0.4103,743400,Medium,Medium,High,0
lead:00000276,1,2.64,0,0,0.633,0.18,SALES,4,0,stale,2.3,0,0,Sales Follow Up,15,0.1675,146320,High,Low,Low,1
lead:00000277,0,0.22,0,0,0.496,0.01,NON SALES,7,1,active,4.0,1,0,Follow Up / Negot.,13,0.3158,168740,Low,Medium,High,0
lead:00000278,1,2.69,0,0,0.59,0.43,SALES,6,1,active,3.3,0,0,Lost,55,0.0235,194700,High,Medium,Low,1
lead:00000279,0,1.18,0,0,0.569,0.12,NON SALES,4,1,stale,3.2,1,0,Proposal Sent,26,0.1428,214170,Medium,Medium,Medium,1
lead:00000280,0,2.33,0,0,0.561,-0.06,SALES,9,1,fresh,5.1,0,0,New Lead,4,0.2495,178770,High,High,Low,1
lead:00000281,1,2.38,1,0,0.565,0.58,SALES,6,0,active,3.0,1,1,Follow Up / Negot.,10,0.3941,284970,High,Low,Medium,1
lead:00000282,0,0.37,1,0,0.493,0.48,NON SALES,3,1,stale,2.4,1,1,New Lead,1,1.0058,133340,Low,Low,High,0
lead:00000283,1,1.49,0,0,0.508,0.16,SALES,15,1,active,6.6,1,1,On Hold,84,0.0177,293230,Medium,Medium,Low,1
lead:00000284,1,0.8,7,1,0.435,0.32,NON SALES,12,1,fresh,5.1,1,0,On Hold,80,0.0237,135110,High,Medium,Medium,1
lead:00000285,0,0.52,1,1,0.415,0.28,NON SALES,19,1,active,7.4,1,0,Quotation,15,0.237,29120,Low,Medium,Medium,0
lead:00000286,0,0.37,7,1,0.335,0.39,NON SALES,9,1,active,4.7,1,0,On Hold,38,0.0449,267860,Low,Medium,Medium,1
lead:00000287,1,2.86,0,0,0.619,0.61,SALES,3,1,fresh,2.9,0,0,Sales Follow Up,177,0.0201,402970,High,Medium,Low,1
lead:00000288,1,2.01,0,0,0.581,0.27,SALES,10,1,active,4.6,1,1,Proposal Sent,19,0.1879,214760,High,Medium,Medium,1
lead:00000289,0,1.15,1,0,0.453,0.64,NON SALES,8,1,cold,4.3,1,0,Follow Up / Negot.,34,0.1216,192930,Medium,High,Medium,1
lead:00000290,1,1.09,1,0,0.467,0.54,NON SALES,10,1,cold,4.9,1,0,Proposal Sent,22,0.1609,109740,Medium,High,High,1
lead:00000291,0,0.68,5,1,0.3,0.28,NON SALES,6,1,active,4.1,0,0,New Lead,2,0.5088,71120,Low,Low,Low,1
lead:00000292,1,0.98,0,0,0.525,-0.33,SALES,13,1,cold,5.6,1,0,Closed,3,1.9912,35280,Medium,Medium,High,1
lead:00000293,0,0.98,0,0,0.496,0.47,NON SALES,12,1,cold,5.6,1,0,On Hold,62,0.0244,61040,Medium,Medium,Low,0
lead:00000294,0,2.87,0,0,0.71,0.64,SALES,12,1,cold,6.0,1,1,Sales Qualified,12,0.1577,224790,High,Medium,Medium,1
lead:00000295,0,0.54,6,1,0.383,0.43,NON SALES,11,1,stale,5.1,1,0,Follow Up / Negot.,16,0.2429,292640,Low,Low,Medium,1
lead:00000296,1,2.69,5,1,0.639,0.69,SALES,9,1,cold,4.4,0,1,Sales Qualified,10,0.1994,214170,High,Medium,Low,1
lead:00000297,1,2.86,2,1,0.584,0.52,SALES,14,1,stale,5.9,1,0,Contract Sent,11,0.4597,141010,High,High,High,1
lead:00000298,1,1.67,0,0,0.656,-0.49,SALES,11,1,stale,5.1,1,0,Lost,36,0.0326,47600,High,High,Medium,1
lead:00000299,1,1.43,2,0,0.542,0.33,SALES,9,1,fresh,4.7,1,0,Closed,1,5.9928,38080,High,High,High,1
lead:00000300,1,0.72,0,0,0.482,0.47,NON SALES,2,0,active,1.7,1,0,Quotation,13,0.2655,302080,Medium,Low,High,0
lead:00000301,1,3.01,0,0,0.638,0.25,SALES,9,1,fresh,4.2,0,1,Sales Qualified,8,0.243,275530,High,Medium,Low,0
lead:00000302,0,0.71,0,0,0.486,0.29,NON SALES,5,1,active,3.6,1,0,Proposal Sent,30,0.1122,57680,Low,Medium,Low,1
lead:00000303,0,0.99,0,0,0.57,0.18,NON SALES,11,1,fresh,5.6,0,0,Manual Follow Up,22,0.1192,223610,Medium,Medium,Low,1
lead:00000304,0,1.29,1,0,0.503,0.34,NON SALES,1,0,cold,1.4,0,0,Lost,140,0.01,245440,Medium,Low,Low,1
lead:00000305,1,1.09,0,0,0.573,0.48,NON SALES,11,1,cold,6.1,0,0,Sales Qualified,5,0.396,73360,Medium,Medium,Low,0
lead:00000306,1,0.0,0,0,0.315,-0.45,NON SALES,1,0,fresh,0.9,1,0,Quotation,23,0.1553,87920,Low,Low,Medium,0
lead:00000307,1,2.42,4,1,0.712,-0.37,SALES,17,1,stale,6.6,1,0,Closed,3,2.0096,20720,High,Low,High,1
lead:00000308,1,0.53,0,0,0.318,0.24,NON SALES,8,1,cold,3.5,1,0,Closed,2,2.9949,120950,Low,Low,High,1
lead:00000309,1,0.25,0,0,0.434,0.24,NON SALES,7,1,stale,4.4,0,1,Sales Qualified,8,0.2564,725110,Low,Medium,Low,1
lead:00000310,1,0.73,4,1,0.563,-0.46,SALES,11,1,cold,5.5,1,0,Quotation,12,0.2916,33040,Medium,High,Medium,1
lead:00000311,0,0.0,7,1,0.391,-0.43,NON SALES,9,1,cold,4.1,1,1,Sales Qualified,6,0.3405,641330,Low,Medium,Low,0
lead:00000312,1,1.88,7,1,0.595,-0.28,SALES,8,1,fresh,4.6,1,0,Contract Sent,11,0.4633,227740,High,Medium,High,1
lead:00000313,0,0.49,1,0,0.504,0.51,NON SALES,8,1,cold,4.3,1,1,Follow Up / Negot.,28,0.1397,209450,Medium,Medium,High,0
lead:00000314,1,2.69,5,1,0.665,0.12,SALES,9,1,stale,4.3,1,1,Proposal Sent,29,0.1276,116230,High,Medium,Medium,1
lead:00000315,1,0.29,1,0,0.509,-0.29,NON SALES,15,1,cold,6.0,1,1,Manual Follow Up,10,0.2482,279660,Low,Low,High,1
lead:00000316,0,0.5,0,0,0.468,0.41,NON SALES,10,1,stale,5.2,1,1,Quotation,24,0.1547,666700,Medium,High,Low,1
lead:00000317,1,2.44,6,1,0.612,0.53,SALES,15,1,stale,6.8,1,1,Follow Up / Negot.,30,0.1367,239540,High,Medium,High,1
lead:00000318,1,1.61,0,0,0.546,-0.58,SALES,7,1,active,3.7,1,0,Sales Follow Up,12,0.2142,33040,Medium,Medium,Medium,1
lead:00000319,0,0.86,6,1,0.319,0.6,NON SALES,9,1,cold,4.2,1,0,Proposal Sent,30,0.1134,171100,Medium,High,Low,0
lead:00000320,0,0.0,0,0,0.314,-0.67,NON SALES,10,1,stale,5.0,0,0,Manual Follow Up,14,0.1728,195880,Low,High,Low,0
lead:00000321,0,2.51,1,1,0.648,0.92,SALES,4,1,active,3.1,1,0,Follow Up / Negot.,15,0.2676,98530,High,Low,Medium,1
lead:00000322,0,0.52,1,0,0.445,0.15,NON SALES,6,1,active,3.8,1,0,Closed,2,3.0029,54320,Medium,Medium,High,1
lead:00000323,1,2.83,0,0,0.59,0.38,SALES,7,1,cold,3.4,0,0,On Hold,35,0.0502,70560,High,Medium,Low,1
lead:00000324,1,1.78,0,0,0.655,0.22,SALES,1,0,fresh,1.1,1,1,Closed,2,2.9987,287330,High,Low,High,0
lead:00000325,0,0.78,0,0,0.517,-0.51,NON SALES,9,1,stale,3.9,0,0,Manual Follow Up,14,0.1689,337480,Low,Medium,Low,0
lead:00000326,0,0.99,1,1,0.468,0.44,NON SALES,6,1,stale,4.0,0,1,On Hold,79,0.0209,562270,Medium,Medium,Low,0
lead:00000327,0,0.56,1,1,0.34,0.73,NON SALES,5,1,cold,3.4,1,1,Follow Up / Negot.,32,0.1229,663750,Low,Medium,Medium,0
lead:00000328,0,0.92,2,1,0.469,0.29,NON SALES,21,1,cold,8.2,1,0,Closed,135,0.04,298540,Medium,Medium,High,1
lead:00000329,0,0.31,7,1,0.564,-0.4,NON SALES,7,1,active,4.3,1,0,Quotation,14,0.2504,321550,Low,High,Low,1
lead:00000330,0,1.33,1,0,0.577,0.57,NON SALES,5,1,stale,2.9,0,0,Follow Up / Negot.,12,0.3433,199420,Medium,Medium,Medium,1
lead:00000331,1,2.43,1,0,0.599,0.03,SALES,7,1,active,3.9,0,0,New Lead,5,0.2042,284970,High,High,Low,1
lead:00000332,0,0.92,1,0,0.517,0.3,NON SALES,10,1,cold,4.6,0,1,Quotation,10,0.3482,258420,Medium,Medium,Low,1
lead:00000333,1,2.96,0,0,0.582,0.62,SALES,18,1,active,7.5,1,1,Closed,2,3.0026,686170,High,Low,Medium,1
lead:00000334,1,0.68,1,1,0.45,0.37,NON SALES,11,1,active,4.9,0,1,On Hold,53,0.0321,433650,High,High,Low,0
lead:00000335,1,1.21,2,1,0.523,0.2,NON SALES,8,1,active,3.5,1,0,Closed,2,2.9949,70000,High,Medium,High,1
lead:00000336,0,0.79,1,0,0.36,0.97,NON SALES,13,1,cold,5.8,1,1,Contract Sent,3,1.6729,14000,Medium,Medium,High,0
lead:00000337,0,2.35,4,1,0.53,0.66,SALES,7,1,active,3.5,1,0,Closed,1,5.9971,264320,High,High,High,1
lead:00000338,1,0.69,0,0,0.438,0.64,NON SALES,3,1,fresh,1.9,0,1,Follow Up / Negot.,26,0.1579,824820,Medium,Low,Low,1
lead:00000339,0,0.35,2,0,0.358,0.34,NON SALES,9,1,active,4.6,0,0,Manual Follow Up,14,0.1812,151040,Low,High,Low,0
lead:00000340,1,2.55,6,1,0.643,0.06,SALES,6,1,active,3.5,1,0,New Lead,2,0.5077,292050,High,High,Medium,1
lead:00000341,0,0.0,4,1,0.311,0.39,NON SALES,5,1,fresh,2.8,0,0,Proposal Sent,13,0.2704,406510,Low,High,Low,0
lead:00000342,1,2.23,0,0,0.629,0.65,SALES,9,1,cold,4.9,1,0,Follow Up / Negot.,17,0.2324,121540,High,Medium,High,1
lead:00000343,0,1.29,0,0,0.494,0.72,NON SALES,5,1,stale,3.1,1,1,Closed,0,6.0,521560,Medium,Low,High,1
lead:00000344,1,1.21,0,0,0.444,0.12,NON SALES,10,1,cold,5.0,1,0,Quotation,18,0.1956,280840,Medium,Medium,High,1
lead:00000345,0,2.2,0,0,0.601,-0.16,SALES,9,1,cold,4.5,1,0,Sales Follow Up,14,0.172,187030,High,Medium,Medium,1
lead:00000346,1,0.0,0,0,0.516,-0.49,NON SALES,7,1,stale,4.0,1,1,Contract Sent,11,0.4556,362260,Low,Medium,High,0
lead:00000347,0,0.55,5,1,0.391,0.44,NON SALES,4,1,fresh,2.7,0,0,Quotation,12,0.2985,338660,Low,Low,Low,1
lead:00000348,0,0.55,3,1,0.457,0.3,NON SALES,6,1,stale,3.5,1,0,Closed,3,1.9913,106200,Medium,Low,High,0
lead:00000349,0,1.04,3,1,0.525,0.21,NON SALES,8,1,active,4.1,0,0,On Hold,41,0.0332,172280,Medium,High,Low,0
lead:00000350,1,1.12,0,0,0.485,0.6,NON SALES,1,0,active,0.5,1,0,Quotation,89,0.0304,39200,Medium,Low,Medium,1
lead:00000351,0,2.04,1,1,0.536,0.09,SALES,8,1,active,3.7,1,0,Proposal Sent,28,0.1301,358130,High,Medium,High,1
lead:00000352,1,0.07,1,0,0.386,-0.42,NON SALES,11,1,cold,5.7,1,1,Follow Up / Negot.,10,0.4082,259010,Low,Medium,High,0
lead:00000353,0,0.29,0,0,0.388,-0.18,NON SALES,4,1,cold,3.2,1,0,Closed,76,0.0728,186440,Low,Low,High,0
lead:00000354,0,0.34,1,1,0.435,0.29,NON SALES,6,1,active,3.1,1,1,Demo Scheduled,20,0.1452,203550,Low,High,High,0
lead:00000355,0,0.69,0,0,0.508,0.31,NON SALES,12,1,active,5.8,1,0,On Hold,77,0.0179,225970,Low,High,Medium,0
lead:00000356,1,0.0,1,0,0.374,-0.5,NON SALES,11,1,stale,5.0,0,1,Manual Follow Up,16,0.1628,132750,Low,Low,Medium,0
lead:00000357,0,0.57,1,0,0.557,-0.22,NON SALES,1,0,cold,1.4,1,1,Follow Up / Negot.,30,0.1344,744580,Medium,Low,Medium,1
lead:00000358,0,0.01,0,0,0.314,0.25,NON SALES,1,0,cold,1.0,0,0,Quotation,27,0.1319,22400,Low,Low,Medium,0
lead:00000359,1,2.24,0,0,0.623,0.3,SALES,7,1,fresh,3.8,1,0,Follow Up / Negot.,16,0.2479,48160,High,Low,High,1
lead:00000360,1,0.54,1,0,0.389,0.28,NON SALES,1,0,cold,1.5,0,0,Demo Scheduled,18,0.172,45920,Medium,Low,Low,1
lead:00000361,1,0.86,2,1,0.506,-0.41,SALES,10,1,active,4.5,1,1,Lost,45,0.0136,515660,Medium,Medium,Low,0
lead:00000362,1,2.33,1,0,0.683,0.43,SALES,1,0,active,1.3,1,0,Proposal Sent,23,0.1551,135700,High,Low,Medium,1
lead:00000363,0,0.32,4,1,0.432,-0.46,NON SALES,20,1,stale,7.7,1,0,Closed,3,2.0036,30240,Low,Medium,High,0
lead:00000364,1,0.23,3,1,0.447,-0.21,NON SALES,2,1,stale,1.7,1,1,Quotation,17,0.2071,518020,Low,Low,Medium,1
lead:00000365,0,0.45,0,0,0.33,0.68,NON SALES,4,1,active,3.0,1,0,Sales Follow Up,16,0.1608,236000,Low,Medium,Medium,0
lead:00000366,1,2.11,0,0,0.628,-0.64,SALES,10,1,cold,4.8,1,1,Proposal Sent,19,0.1813,783520,High,High,High,1
lead:00000367,1,0.62,3,1,0.408,0.16,NON SALES,11,1,cold,5.0,1,0,Lost,58,0.0219,30240,Medium,High,Medium,1
lead:00000368,0,0.98,0,0,0.494,0.17,NON SALES,8,1,cold,3.9,0,0,Lost,52,0.0181,48160,Medium,Medium,Low,1
lead:00000369,1,1.46,0,0,0.63,0.24,SALES,9,1,fresh,4.3,1,1,Contract Sent,3,1.6578,567580,High,Medium,High,1
lead:00000370,0,0.55,0,0,0.521,-0.36,NON SALES,10,1,active,4.5,1,1,Contract Sent,4,1.26,323320,Low,High,Medium,0
lead:00000371,0,0.14,7,1,0.389,-0.27,NON SALES,3,1,fresh,1.5,1,0,Quotation,25,0.1365,14000,Low,Low,High,1
lead:00000372,0,0.73,5,1,0.314,0.89,NON SALES,2,0,stale,1.7,1,0,New Lead,0,1.0,216530,Medium,Medium,High,1
lead:00000373,1,1.36,0,0,0.614,0.67,SALES,7,1,stale,3.7,1,1,Contract Sent,11,0.4531,202370,Medium,Low,High,1
lead:00000374,0,0.38,0,0,0.352,0.22,NON SALES,8,1,cold,4.1,0,0,Quotation,16,0.2209,117410,Low,Medium,Low,0
