,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,days_in_pipeline,pipeline_velocity,sale_score
2,8,2,1,12,1,2,2,29,1,3,1,1,3,2,1,1,3,0.9793
3,22,4,2,18,3,2,2,81,2,1,1,0,1,1,0,1,3,0.8668
1,1,5,3,18,4,3,4,2,3,2,0,1,1,4,0,2,2,0.2128
3,5,4,2,18,2,1,1,16,2,1,0,0,3,6,0,2,2,0.3041
3,20,5,2,18,3,1,1,71,2,1,1,0,1,7,0,1,3,0.7538
1,17,4,3,18,3,2,3,59,3,1,0,0,1,9,1,2,2,0.3579
3,5,4,2,18,2,2,3,17,2,2,1,0,3,4,1,2,2,0.9245
1,4,5,3,18,4,2,3,12,3,1,1,1,1,1,1,1,3,0.9437
1,19,3,2,18,3,3,4,68,2,3,1,0,1,10,1,2,2,0.8328
3,6,4,2,18,3,2,2,23,2,2,1,0,1,11,0,2,2,0.5624
1,18,5,3,18,3,3,4,64,3,2,1,1,2,2,1,2,3,0.9698
1,2,4,3,18,3,2,3,5,3,2,0,0,1,10,0,2,2,0.1203
3,5,2,2,18,2,2,3,17,2,2,1,0,2,1,1,1,3,0.9722
3,6,4,2,18,2,3,4,22,2,3,0,0,2,8,0,3,1,0.1374
2,9,2,1,12,1,1,1,30,1,1,1,0,3,10,1,3,1,0.8006
1,17,4,3,18,3,3,4,60,3,2,1,0,2,9,1,3,2,0.8752
1,2,3,2,18,3,2,2,8,2,2,1,1,1,4,0,2,3,0.9257
3,22,4,2,18,3,1,1,78,2,1,1,0,2,1,1,3,1,0.8732
3,22,3,2,18,3,2,3,79,2,2,1,1,1,3,1,2,2,0.927
3,22,3,2,18,3,2,3,79,2,2,1,0,2,8,1,3,1,0.7779
3,16,3,2,18,2,3,4,57,2,3,0,1,2,6,1,2,2,0.6562
1,4,5,3,18,4,2,2,15,3,1,1,1,1,4,0,3,2,0.769
2,15,1,1,12,1,2,2,54,1,3,0,0,2,10,1,3,2,0.7143
2,3,2,1,12,1,1,1,9,1,2,1,0,3,4,1,2,2,0.9393
2,21,2,1,12,1,2,2,77,1,3,0,0,3,3,0,2,2,0.4146
1,12,4,3,18,4,3,4,42,3,2,1,1,1,5,0,3,1,0.4316
3,13,2,2,18,2,2,3,46,2,2,1,0,2,9,0,2,2,0.6517
2,8,1,1,12,1,1,1,27,1,2,1,0,3,1,0,1,3,0.9165
1,4,4,3,18,4,3,4,13,3,2,1,1,1,10,1,2,2,0.7904
3,22,4,2,18,3,2,2,81,2,1,1,0,1,11,0,2,2,0.5421
1,1,4,3,18,4,3,4,2,3,2,1,1,2,9,1,2,2,0.8246
2,8,2,1,12,1,2,2,29,1,3,1,0,3,5,0,3,1,0.6433
2,21,3,1,12,1,1,1,75,1,2,0,0,3,5,0,3,1,0.2025
1,12,5,3,18,4,2,3,41,3,1,1,1,1,2,1,1,3,0.9357
1,19,3,3,18,3,3,4,68,3,2,1,1,1,2,0,1,3,0.822
2,8,1,1,12,1,2,3,28,1,3,1,0,3,10,1,2,2,0.8947
1,19,3,2,18,3,2,3,67,2,2,1,0,1,7,1,1,3,0.9288
1,2,3,2,18,3,2,3,5,2,2,1,1,2,2,0,2,3,0.936
3,11,3,2,18,2,3,4,39,2,3,0,0,3,10,0,2,2,0.2281
1,12,5,2,18,3,3,4,42,2,3,0,0,2,5,0,3,1,0.1436
3,6,4,2,18,3,2,3,21,2,2,1,1,2,3,0,2,2,0.7775
1,19,3,3,18,3,3,5,69,3,3,0,1,2,5,1,3,1,0.3847
2,3,2,1,12,2,1,1,9,1,2,1,1,2,9,0,2,2,0.7045
1,17,3,2,18,3,3,5,61,2,3,1,0,2,8,0,3,1,0.447
3,6,4,2,18,3,2,3,21,2,2,1,1,1,9,0,2,2,0.6298
2,7,2,1,12,1,1,1,24,1,2,1,1,2,1,1,1,3,0.9785
3,22,4,2,18,3,2,2,81,2,1,1,1,2,10,1,3,1,0.7836
2,8,2,1,12,1,1,1,27,1,2,1,0,2,1,1,1,3,0.9733
1,2,4,2,18,3,3,5,7,2,3,1,1,1,4,1,2,2,0.9138
2,8,2,1,12,1,2,2,29,1,3,1,0,2,1,0,1,3,0.9053
2,15,1,1,12,1,1,1,52,1,2,1,0,3,1,0,1,3,0.9132
2,8,2,1,12,1,1,1,27,1,2,1,0,3,2,1,2,2,0.9487
3,6,4,2,18,3,3,4,22,2,3,1,0,2,1,0,1,3,0.8771
3,5,2,2,18,2,3,4,18,2,3,1,0,3,9,1,2,2,0.8994
2,14,2,1,12,2,2,2,51,1,3,1,0,2,4,0,3,2,0.8575
3,13,3,2,18,2,2,2,48,2,2,0,0,3,9,1,3,1,0.4251
2,3,3,2,12,2,2,2,11,2,2,1,0,3,1,0,1,3,0.865
1,17,4,3,18,3,3,4,60,3,2,1,0,1,10,1,2,2,0.7548
3,5,4,2,18,2,2,3,17,2,3,1,0,3,9,0,2,2,0.648
3,16,3,2,18,2,1,1,55,2,1,1,0,2,10,1,2,2,0.8628
1,2,4,2,18,3,3,4,6,2,3,1,0,2,5,1,3,1,0.8216
2,15,1,1,12,1,2,2,54,1,3,1,0,3,1,0,1,3,0.9173
1,10,3,2,18,3,3,4,34,2,3,0,0,1,8,0,3,1,0.1149
1,17,3,3,18,3,3,4,60,3,2,0,0,1,10,1,3,1,0.2211
3,11,3,2,18,2,2,2,40,2,2,1,0,2,9,1,2,2,0.8857
3,13,3,2,18,2,2,2,48,2,2,0,0,2,10,1,2,1,0.2451
3,11,3,2,18,2,2,2,40,2,2,1,0,2,8,0,3,1,0.5189
3,13,2,2,18,2,2,2,48,2,2,1,0,2,4,0,3,1,0.6406
1,1,4,3,18,3,3,4,2,3,2,1,1,2,4,0,3,2,0.7933
1,18,4,3,18,3,2,3,63,3,2,1,0,2,6,0,2,2,0.5581
1,2,3,3,18,3,3,5,7,3,3,1,0,1,1,1,1,3,0.9454
1,17,4,3,18,3,2,2,62,3,1,1,1,2,2,1,2,3,0.9752
1,18,5,3,18,4,2,2,66,3,1,1,1,1,10,0,3,1,0.3172
3,22,5,2,18,3,2,3,79,2,2,0,0,1,7,0,1,3,0.326
2,8,2,1,12,1,1,1,27,1,1,1,0,3,10,0,3,1,0.5051
2,9,1,1,12,1,1,1,30,1,2,1,1,2,4,0,2,2,0.8144
3,6,5,2,18,3,1,1,20,2,1,1,0,2,4,0,2,2,0.7128
1,10,4,2,18,3,3,4,34,2,2,1,1,1,10,0,3,1,0.4133
2,8,2,1,12,1,1,1,27,1,2,1,0,3,11,1,2,2,0.8807
1,17,3,3,18,3,3,4,60,3,2,1,0,1,11,0,2,2,0.4294
3,11,4,2,18,2,2,3,38,2,2,1,0,2,2,0,1,3,0.8637
2,14,2,2,12,2,1,1,49,2,2,1,0,2,1,0,1,3,0.8503
2,14,2,2,12,2,2,2,51,2,2,1,0,3,11,0,2,2,0.5469
3,11,3,2,18,2,1,1,37,2,1,1,0,2,1,1,1,3,0.9698
1,17,3,3,18,3,2,3,59,3,2,0,1,1,12,1,1,3,0.5211
1,10,4,2,18,3,2,3,33,2,2,1,1,2,2,1,1,3,0.9648
2,3,2,1,12,2,1,1,9,1,1,1,0,2,5,0,3,1,0.5953
1,4,4,3,18,4,3,4,13,3,2,1,1,1,4,0,3,1,0.4663
2,7,1,1,12,1,2,2,26,1,3,1,0,2,4,0,3,1,0.6658
3,11,3,2,18,2,2,3,38,2,3,1,0,2,4,1,2,2,0.9197
3,5,4,2,18,2,2,3,17,2,2,1,0,2,1,0,1,3,0.8805
1,18,5,3,18,3,2,2,66,3,1,1,0,2,3,0,2,2,0.6461
1,12,5,3,18,3,2,2,44,3,1,1,0,2,3,0,2,2,0.6511
3,20,5,2,18,3,3,4,73,2,3,1,0,2,10,1,2,2,0.8333
3,22,4,2,18,3,2,2,81,2,2,1,0,2,1,0,1,3,0.8794
2,15,1,1,12,1,2,2,54,1,3,0,0,2,12,1,2,2,0.5247
1,1,4,3,18,4,3,4,2,3,2,1,1,1,2,1,1,3,0.9447
2,21,2,1,12,2,1,1,75,1,1,1,0,2,1,1,1,3,0.9703
3,5,3,2,18,2,2,3,17,2,3,1,0,3,4,0,2,2,0.7693
2,3,3,1,12,1,1,1,9,1,2,1,0,2,1,1,1,3,0.9718
3,16,4,2,18,3,3,4,57,2,3,1,0,2,10,0,1,3,0.7242
3,13,3,2,18,2,2,2,48,2,2,1,0,3,9,0,2,2,0.6847
1,1,4,3,18,4,3,4,2,3,2,1,1,1,10,0,2,2,0.4869
3,5,2,2,18,2,2,2,19,2,2,1,1,3,9,1,2,2,0.9234
1,1,4,3,18,4,3,5,3,3,2,0,1,1,5,0,3,1,0.1135
2,21,2,1,12,1,1,1,75,1,2,1,1,3,10,1,2,2,0.9058
2,21,2,1,12,1,1,1,75,1,1,1,0,2,10,0,3,1,0.4685
1,18,5,3,18,4,3,4,64,3,2,1,1,1,1,0,1,3,0.8013
1,19,4,2,18,3,2,3,67,2,2,1,0,2,10,0,2,2,0.5528
1,2,4,2,18,3,2,3,5,2,2,0,0,2,12,0,2,2,0.1539
2,8,2,1,12,1,1,1,27,1,3,1,0,3,12,0,2,2,0.6252
1,1,4,3,18,4,3,4,2,3,2,1,1,1,12,0,1,2,0.2953
3,6,4,2,18,3,2,2,23,2,1,1,0,2,12,0,2,2,0.5625
2,3,3,1,12,2,2,2,11,1,2,1,0,2,1,1,1,3,0.9713
2,9,1,1,12,1,2,3,31,1,3,1,0,3,1,0,1,3,0.9113
1,18,4,3,18,3,3,4,64,3,2,1,1,2,10,1,1,3,0.8931
1,10,3,2,18,3,2,2,36,2,1,0,1,1,4,0,2,2,0.3477
3,22,4,2,18,2,2,3,79,2,2,0,0,2,7,0,1,2,0.1458
1,4,4,3,18,4,3,4,13,3,2,0,1,1,11,1,2,2,0.3638
3,16,3,2,18,2,2,2,58,2,2,1,0,2,7,0,1,3,0.8203
2,8,2,1,12,1,1,1,27,1,3,1,0,2,5,0,3,1,0.6068
2,8,1,1,12,1,1,1,27,1,2,1,0,3,4,0,3,1,0.6731
3,20,5,2,18,3,2,3,72,2,2,1,0,2,9,1,3,1,0.7311
3,20,5,2,18,3,2,2,74,2,1,1,0,2,10,1,2,2,0.8457
1,19,3,2,18,3,3,4,68,2,2,1,1,2,4,0,3,2,0.8512
1,19,4,3,18,3,2,2,70,3,1,1,1,2,5,1,3,1,0.8014
3,22,3,2,18,3,2,2,81,2,1,0,1,2,6,0,2,2,0.3293
2,8,1,1,12,1,2,2,29,1,3,1,0,2,2,0,1,3,0.9038
1,17,3,3,18,3,2,3,59,3,1,1,1,2,4,0,2,2,0.6709
2,15,1,1,12,1,1,1,52,1,3,1,0,2,4,0,3,2,0.8669
3,13,2,2,18,2,3,4,47,2,3,1,0,3,9,1,2,2,0.8958
1,18,4,3,18,4,3,5,65,3,2,1,1,2,4,0,2,2,0.6343
1,19,4,2,18,3,3,4,68,2,3,0,0,2,6,0,2,2,0.2429
1,17,4,2,18,3,3,5,61,2,3,1,0,2,10,0,1,3,0.7041
1,4,5,3,18,4,2,3,12,3,1,0,1,1,3,0,2,2,0.2238
3,6,5,2,18,3,3,4,22,2,3,1,0,2,10,1,2,2,0.8415
2,21,3,1,12,1,2,3,76,1,3,1,0,3,11,0,2,2,0.6083
3,11,4,2,18,2,1,1,37,2,1,0,1,3,9,1,2,2,0.6009
1,19,4,2,18,3,2,3,67,2,2,0,0,2,4,0,2,2,0.277
1,18,4,3,18,4,2,2,66,3,1,1,1,1,10,0,2,2,0.5003
2,9,2,1,12,1,1,1,30,1,2,1,0,3,2,0,1,3,0.8992
1,19,4,2,18,3,2,3,67,2,2,1,1,1,10,0,2,2,0.5759
1,1,4,3,18,3,2,2,4,3,1,0,1,2,12,0,1,3,0.2574
1,12,5,3,18,3,2,2,44,3,1,0,0,2,8,0,3,1,0.0867
1,4,5,3,18,4,3,4,13,3,2,0,1,1,8,0,3,1,0.0823
2,14,2,2,12,2,1,1,49,2,1,1,0,3,1,0,1,3,0.8628
2,21,3,1,12,1,2,2,77,1,3,0,0,2,8,0,3,1,0.1505
3,16,3,2,18,2,2,3,56,2,2,1,1,3,2,0,2,3,0.944
1,12,5,2,18,3,3,4,42,2,3,0,0,1,6,0,2,1,0.0686
3,5,3,2,18,2,2,2,19,2,2,0,0,2,12,0,1,3,0.3318
3,13,2,2,18,2,2,2,48,2,2,1,1,3,10,0,2,2,0.7229
1,17,4,3,18,3,3,4,60,3,2,1,0,2,10,0,3,1,0.3011
3,13,2,2,18,2,2,3,46,2,2,0,0,2,11,1,2,2,0.5073
3,6,5,2,18,2,2,2,23,2,2,1,0,2,9,1,2,2,0.8737
1,17,4,2,18,3,3,4,60,2,2,1,0,2,10,0,3,1,0.3868
3,16,4,2,18,2,3,4,57,2,3,0,0,2,11,1,2,2,0.4627
1,18,4,3,18,4,3,5,65,3,2,0,1,1,3,0,1,3,0.3647
1,17,3,3,18,4,3,4,60,3,2,1,1,2,4,1,3,2,0.9358
1,1,4,3,18,4,3,4,2,3,2,1,1,2,3,0,2,2,0.6834
3,20,4,2,18,3,3,4,73,2,2,1,0,2,1,0,1,3,0.8698
3,16,4,2,18,2,3,4,57,2,3,1,0,2,9,0,2,2,0.6101
2,15,1,1,12,1,1,1,52,1,2,1,0,2,4,1,2,2,0.9337
1,12,5,3,18,3,2,3,41,3,2,1,1,1,4,0,3,2,0.747
3,20,5,2,18,3,1,1,71,2,1,0,1,1,11,0,2,2,0.1743
1,12,5,3,18,3,2,3,41,3,1,0,1,1,12,1,2,2,0.3218
3,22,5,2,18,3,2,2,81,2,2,1,0,2,4,0,2,3,0.9011
2,3,3,1,12,2,1,1,9,1,1,1,0,2,4,1,3,2,0.9566
3,16,4,2,18,3,1,1,55,2,1,1,0,2,2,1,1,3,0.9605
3,13,2,2,18,2,2,2,48,2,2,1,1,3,9,1,2,2,0.9207
3,20,5,2,18,3,3,4,73,2,2,1,0,2,11,1,1,2,0.7085
3,16,3,2,18,2,2,2,58,2,2,0,0,2,12,0,1,2,0.1117
2,21,2,2,12,2,2,2,77,2,2,1,0,2,10,0,2,2,0.5413
3,20,4,3,18,3,2,3,72,3,2,0,0,2,8,0,3,1,0.0855
2,14,3,1,12,2,1,1,49,1,2,1,0,2,4,1,3,1,0.852
2,14,2,1,12,2,2,2,51,1,2,1,1,3,2,1,1,3,0.9773
1,10,3,2,18,3,3,4,34,2,3,0,1,2,12,0,1,3,0.3159
3,20,5,2,18,3,1,1,71,2,1,0,0,1,12,0,3,1,0.0729
2,9,2,1,12,1,1,1,30,1,2,1,0,3,12,1,1,3,0.9282
2,21,3,1,12,2,1,1,75,1,2,0,0,2,10,0,2,2,0.2028
1,12,4,3,18,4,3,4,42,3,2,1,1,1,2,1,1,3,0.9421
1,4,5,3,18,4,3,5,14,3,2,0,1,2,12,1,1,2,0.2149
1,17,3,3,18,3,2,2,62,3,1,1,1,1,5,0,3,1,0.4926
1,4,4,3,18,4,3,4,13,3,2,0,1,2,6,1,2,1,0.2248
2,9,2,1,12,1,2,3,31,1,3,1,1,2,2,1,2,3,0.9858
3,11,4,2,18,2,1,1,37,2,1,1,0,2,2,0,2,2,0.7699
1,18,4,3,18,3,3,4,64,3,2,1,1,2,2,1,1,3,0.9497
2,21,2,1,12,1,1,1,75,1,2,1,0,2,5,0,3,1,0.5962
1,18,5,3,18,4,2,2,66,3,1,1,1,1,12,0,1,2,0.289
1,17,4,3,18,3,3,4,60,3,2,0,0,2,9,0,2,2,0.137
1,19,3,2,18,3,3,4,68,2,2,1,1,1,2,0,2,2,0.7734
2,14,3,1,12,2,2,2,51,1,2,1,0,3,1,1,1,3,0.9729
3,6,4,2,18,3,2,3,21,2,2,1,0,2,1,1,1,3,0.9654
3,22,4,2,18,3,2,2,81,2,2,1,0,2,1,1,3,1,0.8818
2,3,2,1,12,1,2,2,11,1,3,0,0,2,6,0,2,2,0.3334
2,14,3,1,12,2,1,1,49,1,2,1,1,3,1,0,1,3,0.9124
1,4,4,3,18,4,2,3,12,3,1,1,1,1,12,0,1,3,0.5962
1,18,4,3,18,4,2,2,66,3,1,1,1,1,4,0,3,1,0.4823
1,19,3,2,18,3,3,4,68,2,2,1,0,1,5,0,3,1,0.509
3,22,4,2,18,3,1,1,78,2,1,1,0,1,5,0,2,1,0.3565
1,12,4,3,18,3,3,4,42,3,2,1,1,2,11,0,2,2,0.4921
2,15,1,1,12,1,2,2,54,1,3,0,0,2,12,0,1,3,0.3526
3,11,4,2,18,2,1,1,37,2,1,1,1,2,4,0,2,2,0.7694
1,4,5,3,18,4,3,5,14,3,2,1,1,1,1,0,1,3,0.8037
2,7,2,1,12,1,2,2,26,1,3,1,1,2,4,1,2,2,0.9469
3,6,5,2,18,3,3,4,22,2,3,1,0,2,5,0,3,1,0.5262
3,13,2,2,18,2,1,1,45,2,1,1,0,2,10,0,2,2,0.6387
3,13,2,2,18,2,2,3,46,2,2,1,0,3,10,1,2,2,0.8832
3,16,3,2,18,3,2,2,58,2,2,0,0,2,11,0,3,1,0.1085
2,14,3,1,12,2,1,1,49,1,2,1,0,2,5,0,3,1,0.5642
2,14,2,1,12,2,1,1,49,1,1,1,1,3,1,0,1,3,0.9185
3,13,2,2,18,2,2,2,48,2,2,1,1,3,1,0,1,3,0.9283
2,8,2,1,12,1,2,2,29,1,3,1,0,2,10,0,3,1,0.493
3,16,3,2,18,3,1,1,55,2,1,0,0,2,6,0,2,2,0.2705
1,19,4,2,18,3,3,5,69,2,3,1,1,2,10,0,2,2,0.5975
1,18,5,3,18,4,3,4,64,3,2,1,1,1,1,0,1,3,0.8013
3,6,5,2,18,3,2,2,23,2,2,1,0,2,10,0,2,2,0.5931
3,5,2,2,18,2,2,2,19,2,2,1,0,3,4,1,2,2,0.9426
1,2,4,2,18,3,3,5,7,2,3,0,0,2,6,0,3,1,0.1425
2,8,1,1,12,1,2,2,29,1,3,0,0,2,12,0,2,2,0.223
3,16,4,2,18,2,2,2,58,2,2,0,0,3,5,0,3,1,0.1969
1,10,4,2,18,3,2,3,33,2,2,1,0,1,8,0,3,1,0.4088
1,1,5,3,18,4,2,2,4,3,1,1,1,2,9,0,3,1,0.3809
2,7,1,1,12,1,1,1,24,1,2,1,0,2,10,0,2,2,0.6699
2,14,3,1,12,2,2,3,50,1,3,1,0,3,1,0,1,3,0.8906
2,14,3,1,12,2,1,1,49,1,1,1,1,3,4,0,2,2,0.7938
3,20,4,2,18,3,2,2,74,2,2,0,0,2,7,1,1,2,0.4256
3,5,2,2,18,2,3,4,18,2,3,1,0,3,1,1,1,3,0.9756
2,9,2,1,12,1,2,3,31,1,3,1,0,2,1,0,1,3,0.8945
3,13,2,2,18,2,2,2,48,2,2,1,1,2,5,0,3,1,0.6631
3,5,4,2,18,2,1,1,16,2,1,1,0,2,3,0,2,2,0.7603
1,19,3,3,18,3,2,3,67,3,2,1,0,2,4,0,2,2,0.6287
1,1,4,3,18,3,2,3,1,3,2,0,0,2,6,0,2,2,0.1856
1,12,5,3,18,4,3,5,43,3,3,0,1,2,4,0,3,2,0.3371
3,5,3,2,18,2,2,2,19,2,2,1,0,2,4,0,2,2,0.7714
3,20,5,2,18,3,3,4,73,2,3,0,1,2,6,1,2,2,0.607
1,17,4,2,18,3,2,3,59,2,2,1,0,2,4,1,3,2,0.9436
3,11,3,2,18,3,3,4,39,2,3,1,0,2,9,0,2,2,0.6212
2,9,1,1,12,1,1,1,30,1,2,1,0,2,10,1,3,1,0.7976
3,16,4,2,18,3,1,1,55,2,1,0,0,2,8,0,3,1,0.123
2,14,3,2,12,2,1,1,49,2,2,1,0,3,10,1,2,2,0.8247
2,3,3,1,12,2,1,1,9,1,2,0,0,2,10,0,2,2,0.2137
3,11,3,2,18,2,1,1,37,2,1,1,0,2,1,0,1,3,0.8887
1,17,3,3,18,3,3,4,60,3,2,1,0,2,5,0,3,1,0.4383
2,3,3,2,12,2,1,1,9,2,1,1,0,2,9,1,2,2,0.8302
2,21,2,1,12,2,1,1,75,1,2,1,0,2,11,0,3,1,0.4287
1,1,5,3,18,3,2,2,4,3,1,1,0,2,8,0,3,1,0.3727
1,10,3,2,18,3,2,3,33,2,2,1,0,2,5,0,3,1,0.5322
1,18,4,3,18,3,3,4,64,3,2,1,1,2,4,0,2,2,0.6594
3,20,4,2,18,3,2,2,74,2,2,1,0,1,3,0,1,2,0.5971
3,16,3,2,18,2,3,4,57,2,3,1,0,2,6,1,2,2,0.9028
1,18,5,3,18,3,3,4,64,3,2,0,1,3,4,0,2,2,0.2498
3,13,3,2,18,2,1,1,45,2,1,1,0,2,9,0,3,1,0.476
3,16,4,2,18,2,1,1,55,2,1,1,0,2,1,1,1,3,0.9663
2,9,1,1,12,1,2,2,32,1,3,1,0,2,10,0,2,2,0.6722
2,14,3,1,12,2,2,3,50,1,3,1,1,2,4,1,2,2,0.9303
2,8,1,1,12,1,1,1,27,1,3,1,0,3,1,1,1,3,0.978
2,14,2,2,12,2,1,1,49,2,2,0,0,2,12,0,1,3,0.2369
3,13,2,2,18,2,1,1,45,2,2,1,0,2,11,0,1,3,0.7608
1,10,3,2,18,3,3,4,34,2,2,1,1,2,2,0,1,3,0.8835
1,19,3,2,18,3,2,3,67,2,2,1,0,2,8,1,3,1,0.7697
1,18,4,3,18,3,3,5,65,3,3,1,1,1,4,0,2,2,0.6255
2,8,1,1,12,1,2,3,28,1,3,1,1,2,2,0,2,3,0.9505
1,1,5,3,18,4,3,4,2,3,2,1,1,1,8,0,3,1,0.3507
1,1,4,3,18,4,2,3,1,3,1,0,1,1,10,0,2,2,0.1343
3,13,2,1,18,2,1,1,45,2,2,1,0,3,1,0,1,3,0.9156
2,8,2,1,12,1,1,1,27,1,3,1,0,2,4,0,2,2,0.7721
1,17,3,3,18,3,3,5,61,3,3,1,0,1,10,0,2,2,0.4447
3,11,4,2,18,2,2,3,38,2,3,1,0,2,6,0,2,2,0.6813
3,22,5,2,18,3,2,3,79,2,2,1,0,1,12,1,1,2,0.6549
1,18,5,3,18,4,2,3,63,3,1,1,1,1,1,0,1,3,0.797
3,22,5,2,18,3,2,3,79,2,2,1,0,2,9,1,2,2,0.8413
3,6,5,2,18,2,3,4,22,2,2,1,0,3,2,1,2,3,0.9811
2,9,1,1,12,1,1,1,30,1,2,0,0,3,10,0,2,2,0.2667
2,21,3,1,12,2,1,1,75,1,2,1,0,3,1,1,1,3,0.9711
3,11,3,2,18,3,2,2,40,2,2,0,0,2,12,0,3,1,0.1015
1,10,3,2,18,3,2,3,33,2,2,1,0,1,7,0,1,2,0.4719
3,6,5,2,18,3,1,1,20,2,1,0,0,3,12,0,3,1,0.0939
2,3,3,1,12,2,1,1,9,1,2,1,0,3,1,0,1,3,0.8995
3,16,4,2,18,3,2,2,58,2,1,1,0,1,9,1,2,2,0.8531
2,7,2,1,12,1,1,1,24,1,3,0,0,3,5,0,3,1,0.2278
3,20,4,2,18,3,2,2,74,2,1,1,0,1,2,0,2,2,0.7509
1,18,5,3,18,3,3,5,65,3,3,1,1,2,2,0,2,2,0.6771
1,4,5,3,18,4,2,2,15,3,1,0,1,1,11,0,2,2,0.1292
1,18,4,3,18,4,2,3,63,3,1,1,1,1,2,1,2,2,0.8866
3,20,5,2,18,3,2,2,74,2,1,1,1,3,12,0,1,3,0.7503
2,3,2,1,12,2,2,2,11,1,3,1,0,2,10,0,2,2,0.6499
1,18,4,3,18,3,2,3,63,3,1,0,0,2,6,0,2,1,0.0545
3,16,4,2,18,2,1,1,55,2,1,0,0,3,7,0,1,2,0.1653
2,9,1,1,12,1,1,1,30,1,2,1,1,2,4,0,2,2,0.8144
3,11,3,2,18,2,2,2,40,2,2,1,0,2,1,0,1,3,0.8964
3,22,4,2,18,2,2,2,81,2,2,1,0,2,4,0,2,2,0.7428
3,13,3,2,18,2,2,3,46,2,3,1,0,3,1,1,1,3,0.972
1,2,3,2,18,3,3,5,7,2,3,1,1,2,6,1,2,2,0.9129
3,16,3,2,18,2,2,2,58,2,2,1,1,3,12,0,1,2,0.505
1,4,4,3,18,4,3,5,14,3,3,1,1,1,6,0,2,2,0.5756
2,15,1,1,12,1,2,2,54,1,3,1,0,3,4,0,2,2,0.8047
2,9,2,1,12,1,1,1,30,1,1,1,0,3,5,0,3,1,0.6247
3,11,4,2,18,2,2,2,40,2,2,1,0,3,1,0,1,3,0.8986
1,4,5,3,18,4,2,3,12,3,1,1,1,1,1,0,1,3,0.8066
2,8,2,1,12,1,2,2,29,1,3,1,0,3,5,0,3,1,0.6433
1,17,4,3,18,3,3,4,60,3,2,0,1,1,6,0,2,2,0.1915
1,12,4,3,18,4,2,2,44,3,1,1,1,1,2,1,1,3,0.9485
2,14,2,2,12,2,1,1,49,2,2,0,0,3,6,0,2,2,0.2435
3,13,3,2,18,2,3,4,47,2,3,0,0,2,11,0,1,3,0.3242
3,11,3,2,18,2,1,1,37,2,2,1,0,2,10,0,2,2,0.618
1,19,3,3,18,3,3,5,69,3,3,1,1,2,2,0,1,3,0.8317
1,1,5,3,18,4,2,2,4,3,1,1,1,1,9,1,2,2,0.8147
2,7,1,1,12,1,1,1,24,1,1,0,0,3,10,0,2,2,0.2741
3,13,3,2,18,2,1,1,45,2,2,1,0,2,9,1,2,2,0.8791
1,4,5,3,18,4,2,2,15,3,1,1,1,1,9,0,2,2,0.5199
1,1,5,3,18,3,2,2,4,3,1,1,1,2,12,0,1,3,0.6549
2,3,2,1,12,2,2,2,11,1,2,1,0,2,4,0,2,2,0.773
2,7,1,1,12,1,2,2,26,1,3,1,0,3,1,0,1,3,0.9221
1,12,4,3,18,4,2,3,41,3,2,1,1,2,2,1,1,3,0.9466
1,17,4,3,18,3,2,3,59,3,1,1,0,2,5,1,2,1,0.603
1,19,3,2,18,3,3,5,69,2,3,0,1,2,4,0,2,2,0.3334
1,17,3,3,18,3,2,2,62,3,1,1,0,2,1,0,1,3,0.8392
3,16,4,2,18,2,1,1,55,2,1,1,0,3,9,0,2,2,0.6397
3,6,4,2,18,3,3,4,22,2,3,1,0,2,10,0,2,2,0.5897
1,10,3,2,18,3,3,5,35,2,3,1,1,1,12,1,1,3,0.9045
1,19,3,2,18,3,2,2,70,2,1,1,1,2,2,0,2,2,0.8115
2,8,2,1,12,1,1,1,27,1,3,1,0,3,3,1,1,3,0.9708
1,10,3,2,18,3,2,3,33,2,2,1,0,1,8,0,3,1,0.4292
3,11,4,2,18,2,2,3,38,2,3,1,0,2,4,0,3,2,0.8288
2,21,2,1,12,2,1,1,75,1,2,1,0,3,1,1,1,3,0.9734
1,19,3,3,18,3,2,2,70,3,1,1,1,2,10,0,2,2,0.5652
3,5,4,2,18,2,1,1,16,2,1,1,1,2,1,1,1,3,0.9743
1,1,4,3,18,3,2,3,1,3,2,1,0,1,8,0,3,1,0.3339
2,7,1,1,12,1,2,2,26,1,3,1,0,2,10,0,3,1,0.5193
3,22,5,2,18,3,2,3,79,2,2,1,1,2,8,1,3,1,0.7837
1,18,4,3,18,4,2,3,63,3,1,0,1,1,8,0,2,1,0.0462
1,18,4,3,18,3,3,5,65,3,3,0,1,2,12,1,2,2,0.3569
1,12,4,3,18,4,2,2,44,3,1,1,1,1,2,1,2,3,0.9714
3,22,5,2,18,3,1,1,78,2,1,1,0,2,1,0,1,3,0.8609
2,7,1,1,12,1,2,2,26,1,3,0,0,3,5,0,3,1,0.2519
3,22,4,2,18,3,2,2,81,2,2,1,1,2,1,0,1,3,0.8992
3,13,2,2,18,2,2,2,48,2,2,0,0,2,4,0,2,2,0.3724
3,20,5,2,18,3,3,4,73,2,3,1,0,2,1,0,1,3,0.8606
